config,family,k_mode,K,shape,beta,dead_zone,floor,ceiling,sat_A,games,brier,log_loss,accuracy
linear_b2_dz0.05_f0.70-c2.25|norm,Bounded SRDiff,normalized,76.641,linear,2,0.05,0.7,2.25,,11426,0.187267,0.550909,0.71013
linear_b2_dz0.05_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,2,0.05,0.7,2.25,,11426,0.191868,0.564606,0.70243
linear_b2_dz0.05_f0.70-c2.50|norm,Bounded SRDiff,normalized,76.641,linear,2,0.05,0.7,2.5,,11426,0.187267,0.550909,0.71013
linear_b2_dz0.05_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,2,0.05,0.7,2.5,,11426,0.191868,0.564606,0.70243
linear_b2_dz0.05_f0.75-c1.50|norm,Bounded SRDiff,normalized,76.974,linear,2,0.05,0.75,1.5,,11426,0.187383,0.551191,0.70935
linear_b2_dz0.05_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,2,0.05,0.75,1.5,,11426,0.192034,0.565039,0.70182
linear_b2_dz0.05_f0.75-c1.75|norm,Bounded SRDiff,normalized,76.678,linear,2,0.05,0.75,1.75,,11426,0.187285,0.550951,0.70978
linear_b2_dz0.05_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,2,0.05,0.75,1.75,,11426,0.191888,0.56466,0.70217
linear_b2_dz0.05_f0.75-c2.00|norm,Bounded SRDiff,normalized,76.624,linear,2,0.05,0.75,2.0,,11426,0.187277,0.550932,0.70978
linear_b2_dz0.05_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,2,0.05,0.75,2.0,,11426,0.191875,0.564622,0.70243
linear_b2_dz0.05_f0.75-c2.25|norm,Bounded SRDiff,normalized,76.62,linear,2,0.05,0.75,2.25,,11426,0.187276,0.550929,0.70987
linear_b2_dz0.05_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,2,0.05,0.75,2.25,,11426,0.191873,0.564616,0.70243
linear_b2_dz0.05_f0.75-c2.50|norm,Bounded SRDiff,normalized,76.62,linear,2,0.05,0.75,2.5,,11426,0.187276,0.550929,0.70987
linear_b2_dz0.05_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,2,0.05,0.75,2.5,,11426,0.191873,0.564616,0.70243
linear_b3_dz0.00_f0.50-c1.50|norm,Bounded SRDiff,normalized,72.247,linear,3,0.0,0.5,1.5,,11426,0.186727,0.549569,0.71232
linear_b3_dz0.00_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.5,1.5,,11426,0.190737,0.561545,0.7034
linear_b3_dz0.00_f0.50-c1.75|norm,Bounded SRDiff,normalized,70.374,linear,3,0.0,0.5,1.75,,11426,0.186353,0.548674,0.71267
linear_b3_dz0.00_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.5,1.75,,11426,0.190114,0.559883,0.70445
linear_b3_dz0.00_f0.50-c2.00|norm,Bounded SRDiff,normalized,69.724,linear,3,0.0,0.5,2.0,,11426,0.186196,0.548306,0.71294
linear_b3_dz0.00_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.5,2.0,,11426,0.189859,0.559213,0.70541
linear_b3_dz0.00_f0.50-c2.25|norm,Bounded SRDiff,normalized,69.535,linear,3,0.0,0.5,2.25,,11426,0.18615,0.548195,0.71329
linear_b3_dz0.00_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.5,2.25,,11426,0.189785,0.559011,0.70593
linear_b3_dz0.00_f0.50-c2.50|norm,Bounded SRDiff,normalized,69.475,linear,3,0.0,0.5,2.5,,11426,0.186144,0.548179,0.71311
linear_b3_dz0.00_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.5,2.5,,11426,0.189772,0.558972,0.70602
linear_b3_dz0.00_f0.60-c1.50|norm,Bounded SRDiff,normalized,72.123,linear,3,0.0,0.6,1.5,,11426,0.186733,0.549587,0.71206
linear_b3_dz0.00_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.6,1.5,,11426,0.190739,0.561555,0.70313
linear_b3_dz0.00_f0.60-c1.75|norm,Bounded SRDiff,normalized,70.256,linear,3,0.0,0.6,1.75,,11426,0.186358,0.548688,0.71232
linear_b3_dz0.00_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.6,1.75,,11426,0.190116,0.55989,0.70453
linear_b3_dz0.00_f0.60-c2.00|norm,Bounded SRDiff,normalized,69.608,linear,3,0.0,0.6,2.0,,11426,0.1862,0.548318,0.71285
linear_b3_dz0.00_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.6,2.0,,11426,0.189861,0.559219,0.70576
linear_b3_dz0.00_f0.60-c2.25|norm,Bounded SRDiff,normalized,69.42,linear,3,0.0,0.6,2.25,,11426,0.186155,0.548208,0.7132
linear_b3_dz0.00_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.6,2.25,,11426,0.189786,0.559017,0.70593
linear_b3_dz0.00_f0.60-c2.50|norm,Bounded SRDiff,normalized,69.36,linear,3,0.0,0.6,2.5,,11426,0.186149,0.548192,0.71285
linear_b3_dz0.00_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.6,2.5,,11426,0.189773,0.558977,0.70593
linear_b3_dz0.00_f0.70-c1.50|norm,Bounded SRDiff,normalized,71.853,linear,3,0.0,0.7,1.5,,11426,0.186745,0.549621,0.71066
linear_b3_dz0.00_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.7,1.5,,11426,0.19074,0.561564,0.70375
linear_b3_dz0.00_f0.70-c1.75|norm,Bounded SRDiff,normalized,70.0,linear,3,0.0,0.7,1.75,,11426,0.186367,0.548712,0.7125
linear_b3_dz0.00_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.7,1.75,,11426,0.190114,0.559893,0.70532
linear_b3_dz0.00_f0.70-c2.00|norm,Bounded SRDiff,normalized,69.356,linear,3,0.0,0.7,2.0,,11426,0.186207,0.548338,0.71259
linear_b3_dz0.00_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.7,2.0,,11426,0.189858,0.559219,0.70532
linear_b3_dz0.00_f0.70-c2.25|norm,Bounded SRDiff,normalized,69.17,linear,3,0.0,0.7,2.25,,11426,0.186161,0.548227,0.71285
linear_b3_dz0.00_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.7,2.25,,11426,0.189783,0.559016,0.7062
linear_b3_dz0.00_f0.70-c2.50|norm,Bounded SRDiff,normalized,69.11,linear,3,0.0,0.7,2.5,,11426,0.186155,0.548211,0.71259
linear_b3_dz0.00_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.7,2.5,,11426,0.18977,0.558977,0.70628
linear_b3_dz0.00_f0.75-c1.50|norm,Bounded SRDiff,normalized,71.648,linear,3,0.0,0.75,1.5,,11426,0.186765,0.549675,0.71101
linear_b3_dz0.00_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.75,1.5,,11426,0.190741,0.561572,0.70418
linear_b3_dz0.00_f0.75-c1.75|norm,Bounded SRDiff,normalized,69.805,linear,3,0.0,0.75,1.75,,11426,0.186382,0.548756,0.71259
linear_b3_dz0.00_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.75,1.75,,11426,0.190113,0.559896,0.70523
linear_b3_dz0.00_f0.75-c2.00|norm,Bounded SRDiff,normalized,69.165,linear,3,0.0,0.75,2.0,,11426,0.186221,0.548378,0.71206
linear_b3_dz0.00_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.75,2.0,,11426,0.189855,0.55922,0.7055
linear_b3_dz0.00_f0.75-c2.25|norm,Bounded SRDiff,normalized,68.98,linear,3,0.0,0.75,2.25,,11426,0.186175,0.548266,0.71224
linear_b3_dz0.00_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.75,2.25,,11426,0.18978,0.559017,0.70585
linear_b3_dz0.00_f0.75-c2.50|norm,Bounded SRDiff,normalized,68.92,linear,3,0.0,0.75,2.5,,11426,0.186169,0.54825,0.71206
linear_b3_dz0.00_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.0,0.75,2.5,,11426,0.189767,0.558977,0.70567
linear_b3_dz0.01_f0.50-c1.50|norm,Bounded SRDiff,normalized,72.735,linear,3,0.01,0.5,1.5,,11426,0.186748,0.549609,0.71311
linear_b3_dz0.01_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.5,1.5,,11426,0.190844,0.561845,0.70401
linear_b3_dz0.01_f0.50-c1.75|norm,Bounded SRDiff,normalized,71.039,linear,3,0.01,0.5,1.75,,11426,0.186391,0.548758,0.71311
linear_b3_dz0.01_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.5,1.75,,11426,0.190259,0.560288,0.70462
linear_b3_dz0.01_f0.50-c2.00|norm,Bounded SRDiff,normalized,70.466,linear,3,0.01,0.5,2.0,,11426,0.186247,0.54842,0.71311
linear_b3_dz0.01_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.5,2.0,,11426,0.190027,0.559678,0.70558
linear_b3_dz0.01_f0.50-c2.25|norm,Bounded SRDiff,normalized,70.296,linear,3,0.01,0.5,2.25,,11426,0.186208,0.548324,0.71329
linear_b3_dz0.01_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.5,2.25,,11426,0.189962,0.559502,0.7062
linear_b3_dz0.01_f0.50-c2.50|norm,Bounded SRDiff,normalized,70.243,linear,3,0.01,0.5,2.5,,11426,0.186203,0.548311,0.71311
linear_b3_dz0.01_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.5,2.5,,11426,0.189951,0.559468,0.70611
linear_b3_dz0.01_f0.60-c1.50|norm,Bounded SRDiff,normalized,72.637,linear,3,0.01,0.6,1.5,,11426,0.186756,0.54963,0.71224
linear_b3_dz0.01_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.6,1.5,,11426,0.190847,0.561854,0.70366
linear_b3_dz0.01_f0.60-c1.75|norm,Bounded SRDiff,normalized,70.946,linear,3,0.01,0.6,1.75,,11426,0.186398,0.548776,0.71215
linear_b3_dz0.01_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.6,1.75,,11426,0.190261,0.560295,0.70462
linear_b3_dz0.01_f0.60-c2.00|norm,Bounded SRDiff,normalized,70.374,linear,3,0.01,0.6,2.0,,11426,0.186254,0.548438,0.71267
linear_b3_dz0.01_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.6,2.0,,11426,0.190029,0.559685,0.70488
linear_b3_dz0.01_f0.60-c2.25|norm,Bounded SRDiff,normalized,70.205,linear,3,0.01,0.6,2.25,,11426,0.186215,0.548342,0.71267
linear_b3_dz0.01_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.6,2.25,,11426,0.189964,0.559509,0.70567
linear_b3_dz0.01_f0.60-c2.50|norm,Bounded SRDiff,normalized,70.152,linear,3,0.01,0.6,2.5,,11426,0.18621,0.548329,0.71259
linear_b3_dz0.01_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.6,2.5,,11426,0.189953,0.559475,0.70567
linear_b3_dz0.01_f0.70-c1.50|norm,Bounded SRDiff,normalized,72.417,linear,3,0.01,0.7,1.5,,11426,0.186768,0.549662,0.71119
linear_b3_dz0.01_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.7,1.5,,11426,0.19085,0.561866,0.7041
linear_b3_dz0.01_f0.70-c1.75|norm,Bounded SRDiff,normalized,70.736,linear,3,0.01,0.7,1.75,,11426,0.186407,0.548801,0.71189
linear_b3_dz0.01_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.7,1.75,,11426,0.190262,0.560303,0.70497
linear_b3_dz0.01_f0.70-c2.00|norm,Bounded SRDiff,normalized,70.167,linear,3,0.01,0.7,2.0,,11426,0.186262,0.54846,0.7125
linear_b3_dz0.01_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.7,2.0,,11426,0.190029,0.55969,0.70523
linear_b3_dz0.01_f0.70-c2.25|norm,Bounded SRDiff,normalized,69.999,linear,3,0.01,0.7,2.25,,11426,0.186222,0.548363,0.71232
linear_b3_dz0.01_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.7,2.25,,11426,0.189964,0.559514,0.70567
linear_b3_dz0.01_f0.70-c2.50|norm,Bounded SRDiff,normalized,69.947,linear,3,0.01,0.7,2.5,,11426,0.186217,0.54835,0.71215
linear_b3_dz0.01_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.7,2.5,,11426,0.189953,0.55948,0.70585
linear_b3_dz0.01_f0.75-c1.50|norm,Bounded SRDiff,normalized,72.239,linear,3,0.01,0.75,1.5,,11426,0.186786,0.549713,0.71162
linear_b3_dz0.01_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.75,1.5,,11426,0.190854,0.561881,0.70418
linear_b3_dz0.01_f0.75-c1.75|norm,Bounded SRDiff,normalized,70.566,linear,3,0.01,0.75,1.75,,11426,0.186423,0.548844,0.71232
linear_b3_dz0.01_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.75,1.75,,11426,0.190264,0.560313,0.70497
linear_b3_dz0.01_f0.75-c2.00|norm,Bounded SRDiff,normalized,70.0,linear,3,0.01,0.75,2.0,,11426,0.186277,0.548501,0.71224
linear_b3_dz0.01_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.75,2.0,,11426,0.190031,0.559699,0.70567
linear_b3_dz0.01_f0.75-c2.25|norm,Bounded SRDiff,normalized,69.832,linear,3,0.01,0.75,2.25,,11426,0.186237,0.548403,0.71197
linear_b3_dz0.01_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.75,2.25,,11426,0.189965,0.559522,0.70558
linear_b3_dz0.01_f0.75-c2.50|norm,Bounded SRDiff,normalized,69.78,linear,3,0.01,0.75,2.5,,11426,0.186232,0.54839,0.71206
linear_b3_dz0.01_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.01,0.75,2.5,,11426,0.189955,0.559489,0.70585
linear_b3_dz0.02_f0.50-c1.50|norm,Bounded SRDiff,normalized,73.252,linear,3,0.02,0.5,1.5,,11426,0.186792,0.549715,0.71189
linear_b3_dz0.02_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.5,1.5,,11426,0.190973,0.562198,0.70418
linear_b3_dz0.02_f0.50-c1.75|norm,Bounded SRDiff,normalized,71.724,linear,3,0.02,0.5,1.75,,11426,0.186454,0.548911,0.71337
linear_b3_dz0.02_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.5,1.75,,11426,0.190425,0.560745,0.7055
linear_b3_dz0.02_f0.50-c2.00|norm,Bounded SRDiff,normalized,71.219,linear,3,0.02,0.5,2.0,,11426,0.186324,0.548601,0.71337
linear_b3_dz0.02_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.5,2.0,,11426,0.190214,0.560191,0.70593
linear_b3_dz0.02_f0.50-c2.25|norm,Bounded SRDiff,normalized,71.067,linear,3,0.02,0.5,2.25,,11426,0.186289,0.548518,0.71329
linear_b3_dz0.02_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.5,2.25,,11426,0.190158,0.560038,0.70585
linear_b3_dz0.02_f0.50-c2.50|norm,Bounded SRDiff,normalized,71.021,linear,3,0.02,0.5,2.5,,11426,0.186285,0.548506,0.71337
linear_b3_dz0.02_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.5,2.5,,11426,0.190148,0.560008,0.70611
linear_b3_dz0.02_f0.60-c1.50|norm,Bounded SRDiff,normalized,73.181,linear,3,0.02,0.6,1.5,,11426,0.186803,0.54974,0.71154
linear_b3_dz0.02_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.6,1.5,,11426,0.190978,0.56221,0.70436
linear_b3_dz0.02_f0.60-c1.75|norm,Bounded SRDiff,normalized,71.655,linear,3,0.02,0.6,1.75,,11426,0.186465,0.548934,0.7132
linear_b3_dz0.02_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.6,1.75,,11426,0.190429,0.560755,0.70558
linear_b3_dz0.02_f0.60-c2.00|norm,Bounded SRDiff,normalized,71.152,linear,3,0.02,0.6,2.0,,11426,0.186334,0.548624,0.71346
linear_b3_dz0.02_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.6,2.0,,11426,0.190218,0.560201,0.70567
linear_b3_dz0.02_f0.60-c2.25|norm,Bounded SRDiff,normalized,71.0,linear,3,0.02,0.6,2.25,,11426,0.1863,0.548541,0.71311
linear_b3_dz0.02_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.6,2.25,,11426,0.190162,0.560047,0.70558
linear_b3_dz0.02_f0.60-c2.50|norm,Bounded SRDiff,normalized,70.954,linear,3,0.02,0.6,2.5,,11426,0.186295,0.548529,0.7132
linear_b3_dz0.02_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.6,2.5,,11426,0.190153,0.560018,0.70576
linear_b3_dz0.02_f0.70-c1.50|norm,Bounded SRDiff,normalized,73.003,linear,3,0.02,0.7,1.5,,11426,0.186818,0.549778,0.7111
linear_b3_dz0.02_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.7,1.5,,11426,0.190984,0.562227,0.7048
linear_b3_dz0.02_f0.70-c1.75|norm,Bounded SRDiff,normalized,71.485,linear,3,0.02,0.7,1.75,,11426,0.186477,0.548967,0.71302
linear_b3_dz0.02_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.7,1.75,,11426,0.190434,0.56077,0.70567
linear_b3_dz0.02_f0.70-c2.00|norm,Bounded SRDiff,normalized,70.984,linear,3,0.02,0.7,2.0,,11426,0.186346,0.548655,0.71337
linear_b3_dz0.02_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.7,2.0,,11426,0.190222,0.560214,0.70593
linear_b3_dz0.02_f0.70-c2.25|norm,Bounded SRDiff,normalized,70.833,linear,3,0.02,0.7,2.25,,11426,0.186311,0.548571,0.7132
linear_b3_dz0.02_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.7,2.25,,11426,0.190166,0.560061,0.70593
linear_b3_dz0.02_f0.70-c2.50|norm,Bounded SRDiff,normalized,70.787,linear,3,0.02,0.7,2.5,,11426,0.186307,0.548559,0.71302
linear_b3_dz0.02_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.7,2.5,,11426,0.190157,0.560031,0.70602
linear_b3_dz0.02_f0.75-c1.50|norm,Bounded SRDiff,normalized,72.849,linear,3,0.02,0.75,1.5,,11426,0.18683,0.549814,0.71101
linear_b3_dz0.02_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.75,1.5,,11426,0.190987,0.562239,0.7041
linear_b3_dz0.02_f0.75-c1.75|norm,Bounded SRDiff,normalized,71.338,linear,3,0.02,0.75,1.75,,11426,0.186487,0.548997,0.71241
linear_b3_dz0.02_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.75,1.75,,11426,0.190435,0.560778,0.70497
linear_b3_dz0.02_f0.75-c2.00|norm,Bounded SRDiff,normalized,70.839,linear,3,0.02,0.75,2.0,,11426,0.186355,0.548684,0.71276
linear_b3_dz0.02_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.75,2.0,,11426,0.190223,0.560221,0.70593
linear_b3_dz0.02_f0.75-c2.25|norm,Bounded SRDiff,normalized,70.689,linear,3,0.02,0.75,2.25,,11426,0.186321,0.548599,0.71241
linear_b3_dz0.02_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.75,2.25,,11426,0.190167,0.560067,0.70602
linear_b3_dz0.02_f0.75-c2.50|norm,Bounded SRDiff,normalized,70.643,linear,3,0.02,0.75,2.5,,11426,0.186316,0.548587,0.7125
linear_b3_dz0.02_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.02,0.75,2.5,,11426,0.190157,0.560038,0.70576
linear_b3_dz0.03_f0.50-c1.50|norm,Bounded SRDiff,normalized,73.789,linear,3,0.03,0.5,1.5,,11426,0.186853,0.54986,0.71057
linear_b3_dz0.03_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.5,1.5,,11426,0.191117,0.562585,0.70453
linear_b3_dz0.03_f0.50-c1.75|norm,Bounded SRDiff,normalized,72.419,linear,3,0.03,0.5,1.75,,11426,0.186533,0.549098,0.71346
linear_b3_dz0.03_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.5,1.75,,11426,0.190602,0.561227,0.70541
linear_b3_dz0.03_f0.50-c2.00|norm,Bounded SRDiff,normalized,71.976,linear,3,0.03,0.5,2.0,,11426,0.186415,0.548817,0.71329
linear_b3_dz0.03_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.5,2.0,,11426,0.190413,0.560728,0.70611
linear_b3_dz0.03_f0.50-c2.25|norm,Bounded SRDiff,normalized,71.84,linear,3,0.03,0.5,2.25,,11426,0.186386,0.548745,0.71329
linear_b3_dz0.03_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.5,2.25,,11426,0.190364,0.560596,0.70576
linear_b3_dz0.03_f0.50-c2.50|norm,Bounded SRDiff,normalized,71.798,linear,3,0.03,0.5,2.5,,11426,0.186382,0.548734,0.71337
linear_b3_dz0.03_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.5,2.5,,11426,0.190356,0.56057,0.70585
linear_b3_dz0.03_f0.60-c1.50|norm,Bounded SRDiff,normalized,73.737,linear,3,0.03,0.6,1.5,,11426,0.186867,0.54989,0.71048
linear_b3_dz0.03_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.6,1.5,,11426,0.191123,0.562599,0.70453
linear_b3_dz0.03_f0.60-c1.75|norm,Bounded SRDiff,normalized,72.369,linear,3,0.03,0.6,1.75,,11426,0.186546,0.549127,0.71337
linear_b3_dz0.03_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.6,1.75,,11426,0.190608,0.561241,0.70523
linear_b3_dz0.03_f0.60-c2.00|norm,Bounded SRDiff,normalized,71.926,linear,3,0.03,0.6,2.0,,11426,0.186428,0.548845,0.7132
linear_b3_dz0.03_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.6,2.0,,11426,0.190418,0.560741,0.70611
linear_b3_dz0.03_f0.60-c2.25|norm,Bounded SRDiff,normalized,71.79,linear,3,0.03,0.6,2.25,,11426,0.186399,0.548773,0.71329
linear_b3_dz0.03_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.6,2.25,,11426,0.19037,0.560609,0.70576
linear_b3_dz0.03_f0.60-c2.50|norm,Bounded SRDiff,normalized,71.749,linear,3,0.03,0.6,2.5,,11426,0.186395,0.548762,0.71329
linear_b3_dz0.03_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.6,2.5,,11426,0.190362,0.560583,0.70576
linear_b3_dz0.03_f0.70-c1.50|norm,Bounded SRDiff,normalized,73.595,linear,3,0.03,0.7,1.5,,11426,0.186881,0.549928,0.71066
linear_b3_dz0.03_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.7,1.5,,11426,0.19113,0.562617,0.70436
linear_b3_dz0.03_f0.70-c1.75|norm,Bounded SRDiff,normalized,72.233,linear,3,0.03,0.7,1.75,,11426,0.186559,0.549161,0.71311
linear_b3_dz0.03_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.7,1.75,,11426,0.190614,0.561257,0.70506
linear_b3_dz0.03_f0.70-c2.00|norm,Bounded SRDiff,normalized,71.792,linear,3,0.03,0.7,2.0,,11426,0.18644,0.548878,0.71294
linear_b3_dz0.03_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.7,2.0,,11426,0.190424,0.560757,0.70593
linear_b3_dz0.03_f0.70-c2.25|norm,Bounded SRDiff,normalized,71.656,linear,3,0.03,0.7,2.25,,11426,0.186411,0.548806,0.71302
linear_b3_dz0.03_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.7,2.25,,11426,0.190376,0.560624,0.7055
linear_b3_dz0.03_f0.70-c2.50|norm,Bounded SRDiff,normalized,71.615,linear,3,0.03,0.7,2.5,,11426,0.186407,0.548795,0.71302
linear_b3_dz0.03_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.7,2.5,,11426,0.190367,0.560598,0.7055
linear_b3_dz0.03_f0.75-c1.50|norm,Bounded SRDiff,normalized,73.47,linear,3,0.03,0.75,1.5,,11426,0.186892,0.549955,0.71057
linear_b3_dz0.03_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.75,1.5,,11426,0.191133,0.562626,0.70392
linear_b3_dz0.03_f0.75-c1.75|norm,Bounded SRDiff,normalized,72.112,linear,3,0.03,0.75,1.75,,11426,0.186567,0.549184,0.71241
linear_b3_dz0.03_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.75,1.75,,11426,0.190616,0.561263,0.70506
linear_b3_dz0.03_f0.75-c2.00|norm,Bounded SRDiff,normalized,71.673,linear,3,0.03,0.75,2.0,,11426,0.186449,0.5489,0.71267
linear_b3_dz0.03_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.75,2.0,,11426,0.190425,0.560762,0.70567
linear_b3_dz0.03_f0.75-c2.25|norm,Bounded SRDiff,normalized,71.538,linear,3,0.03,0.75,2.25,,11426,0.186419,0.548828,0.71267
linear_b3_dz0.03_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.75,2.25,,11426,0.190377,0.560629,0.70558
linear_b3_dz0.03_f0.75-c2.50|norm,Bounded SRDiff,normalized,71.497,linear,3,0.03,0.75,2.5,,11426,0.186415,0.548817,0.71276
linear_b3_dz0.03_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.03,0.75,2.5,,11426,0.190368,0.560603,0.70558
linear_b3_dz0.04_f0.50-c1.50|norm,Bounded SRDiff,normalized,74.361,linear,3,0.04,0.5,1.5,,11426,0.186923,0.550026,0.71066
linear_b3_dz0.04_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,3,0.04,0.5,1.5,,11426,0.191265,0.562982,0.70497
linear_b3_dz0.04_f0.50-c1.75|norm,Bounded SRDiff,normalized,73.124,linear,3,0.04,0.5,1.75,,11426,0.186619,0.549305,0.71215
