config,family,k_mode,K,shape,beta,dead_zone,floor,ceiling,sat_A,games,brier,log_loss,accuracy
linear_b9_dz0.03_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.5,2.0,,11426,0.188617,0.555575,0.70751
linear_b9_dz0.03_f0.50-c2.25|norm,Bounded SRDiff,normalized,59.624,linear,9,0.03,0.5,2.25,,11426,0.186026,0.547928,0.71407
linear_b9_dz0.03_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.5,2.25,,11426,0.188132,0.55419,0.7076
linear_b9_dz0.03_f0.50-c2.50|norm,Bounded SRDiff,normalized,57.927,linear,9,0.03,0.5,2.5,,11426,0.185897,0.547664,0.71521
linear_b9_dz0.03_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.5,2.5,,11426,0.187779,0.553196,0.71022
linear_b9_dz0.03_f0.60-c1.50|norm,Bounded SRDiff,normalized,70.045,linear,9,0.03,0.6,1.5,,11426,0.186875,0.549933,0.71206
linear_b9_dz0.03_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.6,1.5,,11426,0.190485,0.560775,0.70418
linear_b9_dz0.03_f0.60-c1.75|norm,Bounded SRDiff,normalized,65.041,linear,9,0.03,0.6,1.75,,11426,0.186409,0.548798,0.71302
linear_b9_dz0.03_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.6,1.75,,11426,0.189332,0.557606,0.70628
linear_b9_dz0.03_f0.60-c2.00|norm,Bounded SRDiff,normalized,61.648,linear,9,0.03,0.6,2.0,,11426,0.18614,0.548162,0.71364
linear_b9_dz0.03_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.6,2.0,,11426,0.188578,0.555496,0.70777
linear_b9_dz0.03_f0.60-c2.25|norm,Bounded SRDiff,normalized,59.289,linear,9,0.03,0.6,2.25,,11426,0.185987,0.54782,0.71407
linear_b9_dz0.03_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.6,2.25,,11426,0.188088,0.554097,0.70803
linear_b9_dz0.03_f0.60-c2.50|norm,Bounded SRDiff,normalized,57.61,linear,9,0.03,0.6,2.5,,11426,0.185852,0.54754,0.7153
linear_b9_dz0.03_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.6,2.5,,11426,0.187732,0.553093,0.70996
linear_b9_dz0.03_f0.70-c1.50|norm,Bounded SRDiff,normalized,69.489,linear,9,0.03,0.7,1.5,,11426,0.186892,0.549972,0.71189
linear_b9_dz0.03_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.7,1.5,,11426,0.190467,0.560743,0.70418
linear_b9_dz0.03_f0.70-c1.75|norm,Bounded SRDiff,normalized,64.561,linear,9,0.03,0.7,1.75,,11426,0.186403,0.548774,0.71302
linear_b9_dz0.03_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.7,1.75,,11426,0.189301,0.557544,0.70698
linear_b9_dz0.03_f0.70-c2.00|norm,Bounded SRDiff,normalized,61.217,linear,9,0.03,0.7,2.0,,11426,0.186118,0.548097,0.71355
linear_b9_dz0.03_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.7,2.0,,11426,0.188539,0.55541,0.70803
linear_b9_dz0.03_f0.70-c2.25|norm,Bounded SRDiff,normalized,58.89,linear,9,0.03,0.7,2.25,,11426,0.185955,0.547725,0.71355
linear_b9_dz0.03_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.7,2.25,,11426,0.188042,0.553994,0.7083
linear_b9_dz0.03_f0.70-c2.50|norm,Bounded SRDiff,normalized,57.234,linear,9,0.03,0.7,2.5,,11426,0.185812,0.547425,0.7146
linear_b9_dz0.03_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.7,2.5,,11426,0.187681,0.552977,0.7097
linear_b9_dz0.03_f0.75-c1.50|norm,Bounded SRDiff,normalized,69.166,linear,9,0.03,0.75,1.5,,11426,0.186918,0.550034,0.71145
linear_b9_dz0.03_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.75,1.5,,11426,0.190467,0.560745,0.70462
linear_b9_dz0.03_f0.75-c1.75|norm,Bounded SRDiff,normalized,64.282,linear,9,0.03,0.75,1.75,,11426,0.186414,0.548797,0.71206
linear_b9_dz0.03_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.75,1.75,,11426,0.189294,0.557528,0.70707
linear_b9_dz0.03_f0.75-c2.00|norm,Bounded SRDiff,normalized,60.966,linear,9,0.03,0.75,2.0,,11426,0.18612,0.548093,0.71355
linear_b9_dz0.03_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.75,2.0,,11426,0.188526,0.555381,0.70777
linear_b9_dz0.03_f0.75-c2.25|norm,Bounded SRDiff,normalized,58.658,linear,9,0.03,0.75,2.25,,11426,0.185949,0.547703,0.71346
linear_b9_dz0.03_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.75,2.25,,11426,0.188025,0.553955,0.70847
linear_b9_dz0.03_f0.75-c2.50|norm,Bounded SRDiff,normalized,57.015,linear,9,0.03,0.75,2.5,,11426,0.185802,0.54739,0.71434
linear_b9_dz0.03_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.03,0.75,2.5,,11426,0.187661,0.55293,0.7104
linear_b9_dz0.04_f0.50-c1.50|norm,Bounded SRDiff,normalized,70.972,linear,9,0.04,0.5,1.5,,11426,0.186832,0.549766,0.71224
linear_b9_dz0.04_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.5,1.5,,11426,0.190577,0.561006,0.70436
linear_b9_dz0.04_f0.50-c1.75|norm,Bounded SRDiff,normalized,66.262,linear,9,0.04,0.5,1.75,,11426,0.18636,0.548626,0.71364
linear_b9_dz0.04_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.5,1.75,,11426,0.189456,0.557937,0.70628
linear_b9_dz0.04_f0.50-c2.00|norm,Bounded SRDiff,normalized,63.047,linear,9,0.04,0.5,2.0,,11426,0.186117,0.548056,0.71294
linear_b9_dz0.04_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.5,2.0,,11426,0.188745,0.555943,0.70663
linear_b9_dz0.04_f0.50-c2.25|norm,Bounded SRDiff,normalized,60.805,linear,9,0.04,0.5,2.25,,11426,0.185954,0.547694,0.71416
linear_b9_dz0.04_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.5,2.25,,11426,0.188262,0.554573,0.70803
linear_b9_dz0.04_f0.50-c2.50|norm,Bounded SRDiff,normalized,59.237,linear,9,0.04,0.5,2.5,,11426,0.185834,0.547454,0.71547
linear_b9_dz0.04_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.5,2.5,,11426,0.187925,0.553621,0.70996
linear_b9_dz0.04_f0.60-c1.50|norm,Bounded SRDiff,normalized,70.563,linear,9,0.04,0.6,1.5,,11426,0.186826,0.549762,0.71197
linear_b9_dz0.04_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.6,1.5,,11426,0.190557,0.560975,0.70445
linear_b9_dz0.04_f0.60-c1.75|norm,Bounded SRDiff,normalized,65.905,linear,9,0.04,0.6,1.75,,11426,0.186341,0.548586,0.71337
linear_b9_dz0.04_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.6,1.75,,11426,0.189428,0.557886,0.70637
linear_b9_dz0.04_f0.60-c2.00|norm,Bounded SRDiff,normalized,62.724,linear,9,0.04,0.6,2.0,,11426,0.186089,0.54799,0.71329
linear_b9_dz0.04_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.6,2.0,,11426,0.188712,0.555878,0.70707
linear_b9_dz0.04_f0.60-c2.25|norm,Bounded SRDiff,normalized,60.504,linear,9,0.04,0.6,2.25,,11426,0.18592,0.547611,0.71425
linear_b9_dz0.04_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.6,2.25,,11426,0.188224,0.554497,0.70847
linear_b9_dz0.04_f0.60-c2.50|norm,Bounded SRDiff,normalized,58.952,linear,9,0.04,0.6,2.5,,11426,0.185796,0.547357,0.7153
linear_b9_dz0.04_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.6,2.5,,11426,0.187884,0.553536,0.7097
linear_b9_dz0.04_f0.70-c1.50|norm,Bounded SRDiff,normalized,70.086,linear,9,0.04,0.7,1.5,,11426,0.186852,0.549831,0.71189
linear_b9_dz0.04_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.7,1.5,,11426,0.190549,0.560969,0.7048
linear_b9_dz0.04_f0.70-c1.75|norm,Bounded SRDiff,normalized,65.489,linear,9,0.04,0.7,1.75,,11426,0.186348,0.548603,0.71276
linear_b9_dz0.04_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.7,1.75,,11426,0.18941,0.557855,0.70602
linear_b9_dz0.04_f0.70-c2.00|norm,Bounded SRDiff,normalized,62.347,linear,9,0.04,0.7,2.0,,11426,0.186083,0.547971,0.71241
linear_b9_dz0.04_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.7,2.0,,11426,0.188686,0.555828,0.70663
linear_b9_dz0.04_f0.70-c2.25|norm,Bounded SRDiff,normalized,60.153,linear,9,0.04,0.7,2.25,,11426,0.185905,0.547567,0.71381
linear_b9_dz0.04_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.7,2.25,,11426,0.188193,0.554433,0.70821
linear_b9_dz0.04_f0.70-c2.50|norm,Bounded SRDiff,normalized,58.618,linear,9,0.04,0.7,2.5,,11426,0.185774,0.547295,0.71399
linear_b9_dz0.04_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.7,2.5,,11426,0.187848,0.553462,0.71013
linear_b9_dz0.04_f0.75-c1.50|norm,Bounded SRDiff,normalized,69.817,linear,9,0.04,0.75,1.5,,11426,0.186875,0.549887,0.7118
linear_b9_dz0.04_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.75,1.5,,11426,0.190547,0.560968,0.7048
linear_b9_dz0.04_f0.75-c1.75|norm,Bounded SRDiff,normalized,65.254,linear,9,0.04,0.75,1.75,,11426,0.186358,0.548626,0.71232
linear_b9_dz0.04_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.75,1.75,,11426,0.189402,0.55784,0.70602
linear_b9_dz0.04_f0.75-c2.00|norm,Bounded SRDiff,normalized,62.134,linear,9,0.04,0.75,2.0,,11426,0.186085,0.547972,0.71197
linear_b9_dz0.04_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.75,2.0,,11426,0.188673,0.555801,0.70646
linear_b9_dz0.04_f0.75-c2.25|norm,Bounded SRDiff,normalized,59.955,linear,9,0.04,0.75,2.25,,11426,0.185902,0.547553,0.7132
linear_b9_dz0.04_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.75,2.25,,11426,0.188177,0.554399,0.70856
linear_b9_dz0.04_f0.75-c2.50|norm,Bounded SRDiff,normalized,58.43,linear,9,0.04,0.75,2.5,,11426,0.185767,0.54727,0.71355
linear_b9_dz0.04_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.04,0.75,2.5,,11426,0.18783,0.553421,0.70978
linear_b9_dz0.05_f0.50-c1.50|norm,Bounded SRDiff,normalized,71.526,linear,9,0.05,0.5,1.5,,11426,0.186788,0.549629,0.71302
linear_b9_dz0.05_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.5,1.5,,11426,0.190651,0.561226,0.70357
linear_b9_dz0.05_f0.50-c1.75|norm,Bounded SRDiff,normalized,67.143,linear,9,0.05,0.5,1.75,,11426,0.186325,0.548505,0.71171
linear_b9_dz0.05_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.5,1.75,,11426,0.189576,0.558287,0.70541
linear_b9_dz0.05_f0.50-c2.00|norm,Bounded SRDiff,normalized,64.139,linear,9,0.05,0.5,2.0,,11426,0.186086,0.547943,0.71302
linear_b9_dz0.05_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.5,2.0,,11426,0.188895,0.556375,0.70663
linear_b9_dz0.05_f0.50-c2.25|norm,Bounded SRDiff,normalized,62.031,linear,9,0.05,0.5,2.25,,11426,0.185902,0.547537,0.7139
linear_b9_dz0.05_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.5,2.25,,11426,0.188413,0.555021,0.70847
linear_b9_dz0.05_f0.50-c2.50|norm,Bounded SRDiff,normalized,60.596,linear,9,0.05,0.5,2.5,,11426,0.185792,0.547315,0.71416
linear_b9_dz0.05_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.5,2.5,,11426,0.188088,0.554103,0.709
linear_b9_dz0.05_f0.60-c1.50|norm,Bounded SRDiff,normalized,71.172,linear,9,0.05,0.6,1.5,,11426,0.186793,0.549649,0.71267
linear_b9_dz0.05_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.6,1.5,,11426,0.190643,0.561221,0.70418
linear_b9_dz0.05_f0.60-c1.75|norm,Bounded SRDiff,normalized,66.831,linear,9,0.05,0.6,1.75,,11426,0.18632,0.548495,0.71136
linear_b9_dz0.05_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.6,1.75,,11426,0.189562,0.558265,0.70523
linear_b9_dz0.05_f0.60-c2.00|norm,Bounded SRDiff,normalized,63.854,linear,9,0.05,0.6,2.0,,11426,0.186074,0.547912,0.71329
linear_b9_dz0.05_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.6,2.0,,11426,0.188876,0.556341,0.70637
linear_b9_dz0.05_f0.60-c2.25|norm,Bounded SRDiff,normalized,61.765,linear,9,0.05,0.6,2.25,,11426,0.185886,0.547492,0.7139
linear_b9_dz0.05_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.6,2.25,,11426,0.18839,0.554978,0.70812
linear_b9_dz0.05_f0.60-c2.50|norm,Bounded SRDiff,normalized,60.341,linear,9,0.05,0.6,2.5,,11426,0.185772,0.547259,0.71469
linear_b9_dz0.05_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.6,2.5,,11426,0.188063,0.554053,0.70926
linear_b9_dz0.05_f0.70-c1.50|norm,Bounded SRDiff,normalized,70.754,linear,9,0.05,0.7,1.5,,11426,0.186814,0.549711,0.71215
linear_b9_dz0.05_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.7,1.5,,11426,0.190635,0.561216,0.70427
linear_b9_dz0.05_f0.70-c1.75|norm,Bounded SRDiff,normalized,66.462,linear,9,0.05,0.7,1.75,,11426,0.186325,0.548515,0.71162
linear_b9_dz0.05_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.7,1.75,,11426,0.189545,0.55824,0.70523
linear_b9_dz0.05_f0.70-c2.00|norm,Bounded SRDiff,normalized,63.518,linear,9,0.05,0.7,2.0,,11426,0.186069,0.547904,0.71259
linear_b9_dz0.05_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.7,2.0,,11426,0.188853,0.556301,0.70541
linear_b9_dz0.05_f0.70-c2.25|norm,Bounded SRDiff,normalized,61.45,linear,9,0.05,0.7,2.25,,11426,0.185873,0.547464,0.71337
linear_b9_dz0.05_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.7,2.25,,11426,0.188363,0.554927,0.7083
linear_b9_dz0.05_f0.70-c2.50|norm,Bounded SRDiff,normalized,60.041,linear,9,0.05,0.7,2.5,,11426,0.185754,0.547216,0.71425
linear_b9_dz0.05_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.7,2.5,,11426,0.188032,0.553993,0.70917
linear_b9_dz0.05_f0.75-c1.50|norm,Bounded SRDiff,normalized,70.519,linear,9,0.05,0.75,1.5,,11426,0.186839,0.549779,0.71162
linear_b9_dz0.05_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.75,1.5,,11426,0.190637,0.561227,0.70357
linear_b9_dz0.05_f0.75-c1.75|norm,Bounded SRDiff,normalized,66.255,linear,9,0.05,0.75,1.75,,11426,0.186341,0.548557,0.71206
linear_b9_dz0.05_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.75,1.75,,11426,0.189543,0.558239,0.70523
linear_b9_dz0.05_f0.75-c2.00|norm,Bounded SRDiff,normalized,63.328,linear,9,0.05,0.75,2.0,,11426,0.186078,0.547927,0.71232
linear_b9_dz0.05_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.75,2.0,,11426,0.188846,0.556292,0.70558
linear_b9_dz0.05_f0.75-c2.25|norm,Bounded SRDiff,normalized,61.273,linear,9,0.05,0.75,2.25,,11426,0.185877,0.547474,0.71337
linear_b9_dz0.05_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.75,2.25,,11426,0.188354,0.554912,0.70803
linear_b9_dz0.05_f0.75-c2.50|norm,Bounded SRDiff,normalized,59.872,linear,9,0.05,0.75,2.5,,11426,0.185755,0.547216,0.71364
linear_b9_dz0.05_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,9,0.05,0.75,2.5,,11426,0.188021,0.553973,0.70803
linear_b10_dz0.00_f0.50-c1.50|norm,Bounded SRDiff,normalized,69.501,linear,10,0.0,0.5,1.5,,11426,0.187136,0.550761,0.71197
linear_b10_dz0.00_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.5,1.5,,11426,0.190382,0.560458,0.70418
linear_b10_dz0.00_f0.50-c1.75|norm,Bounded SRDiff,normalized,63.077,linear,10,0.0,0.5,1.75,,11426,0.186904,0.550199,0.71311
linear_b10_dz0.00_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.5,1.75,,11426,0.189245,0.557242,0.70716
linear_b10_dz0.00_f0.50-c2.00|norm,Bounded SRDiff,normalized,58.587,linear,10,0.0,0.5,2.0,,11426,0.18668,0.549671,0.71434
linear_b10_dz0.00_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.5,2.0,,11426,0.188434,0.554931,0.71031
linear_b10_dz0.00_f0.50-c2.25|norm,Bounded SRDiff,normalized,55.427,linear,10,0.0,0.5,2.25,,11426,0.186466,0.549213,0.71512
linear_b10_dz0.00_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.5,2.25,,11426,0.187835,0.553246,0.7118
linear_b10_dz0.00_f0.50-c2.50|norm,Bounded SRDiff,normalized,53.167,linear,10,0.0,0.5,2.5,,11426,0.186357,0.549009,0.71539
linear_b10_dz0.00_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.5,2.5,,11426,0.187455,0.552169,0.71127
linear_b10_dz0.00_f0.60-c1.50|norm,Bounded SRDiff,normalized,68.658,linear,10,0.0,0.6,1.5,,11426,0.187097,0.55063,0.71145
linear_b10_dz0.00_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.6,1.5,,11426,0.190336,0.560351,0.70471
linear_b10_dz0.00_f0.60-c1.75|norm,Bounded SRDiff,normalized,62.381,linear,10,0.0,0.6,1.75,,11426,0.186832,0.549978,0.71311
linear_b10_dz0.00_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.6,1.75,,11426,0.18918,0.557086,0.70821
linear_b10_dz0.00_f0.60-c2.00|norm,Bounded SRDiff,normalized,57.987,linear,10,0.0,0.6,2.0,,11426,0.186589,0.549394,0.71364
linear_b10_dz0.00_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.6,2.0,,11426,0.188355,0.554738,0.7097
linear_b10_dz0.00_f0.60-c2.25|norm,Bounded SRDiff,normalized,54.889,linear,10,0.0,0.6,2.25,,11426,0.186363,0.5489,0.71425
linear_b10_dz0.00_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.6,2.25,,11426,0.187747,0.553026,0.71154
linear_b10_dz0.00_f0.60-c2.50|norm,Bounded SRDiff,normalized,52.672,linear,10,0.0,0.6,2.5,,11426,0.186246,0.54867,0.7153
linear_b10_dz0.00_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.6,2.5,,11426,0.18736,0.551928,0.71197
linear_b10_dz0.00_f0.70-c1.50|norm,Bounded SRDiff,normalized,67.698,linear,10,0.0,0.7,1.5,,11426,0.187113,0.55064,0.71145
linear_b10_dz0.00_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.7,1.5,,11426,0.190312,0.560294,0.70567
linear_b10_dz0.00_f0.70-c1.75|norm,Bounded SRDiff,normalized,61.588,linear,10,0.0,0.7,1.75,,11426,0.186802,0.549867,0.7125
linear_b10_dz0.00_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.7,1.75,,11426,0.189134,0.556973,0.7083
linear_b10_dz0.00_f0.70-c2.00|norm,Bounded SRDiff,normalized,57.301,linear,10,0.0,0.7,2.0,,11426,0.186532,0.549208,0.71337
linear_b10_dz0.00_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.7,2.0,,11426,0.188293,0.554583,0.70926
linear_b10_dz0.00_f0.70-c2.25|norm,Bounded SRDiff,normalized,54.274,linear,10,0.0,0.7,2.25,,11426,0.186289,0.548663,0.71285
linear_b10_dz0.00_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.7,2.25,,11426,0.187673,0.552838,0.7111
linear_b10_dz0.00_f0.70-c2.50|norm,Bounded SRDiff,normalized,52.105,linear,10,0.0,0.7,2.5,,11426,0.18616,0.548396,0.71477
linear_b10_dz0.00_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.7,2.5,,11426,0.187277,0.551714,0.71241
linear_b10_dz0.00_f0.75-c1.50|norm,Bounded SRDiff,normalized,67.17,linear,10,0.0,0.75,1.5,,11426,0.187146,0.550707,0.71057
linear_b10_dz0.00_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.75,1.5,,11426,0.190312,0.56029,0.70585
linear_b10_dz0.00_f0.75-c1.75|norm,Bounded SRDiff,normalized,61.15,linear,10,0.0,0.75,1.75,,11426,0.186807,0.54986,0.71241
linear_b10_dz0.00_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.75,1.75,,11426,0.189121,0.556937,0.70882
linear_b10_dz0.00_f0.75-c2.00|norm,Bounded SRDiff,normalized,56.922,linear,10,0.0,0.75,2.0,,11426,0.186519,0.549153,0.71364
linear_b10_dz0.00_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.75,2.0,,11426,0.18827,0.554522,0.70917
linear_b10_dz0.00_f0.75-c2.25|norm,Bounded SRDiff,normalized,53.934,linear,10,0.0,0.75,2.25,,11426,0.186265,0.548576,0.71302
linear_b10_dz0.00_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.75,2.25,,11426,0.187643,0.552759,0.71101
linear_b10_dz0.00_f0.75-c2.50|norm,Bounded SRDiff,normalized,51.792,linear,10,0.0,0.75,2.5,,11426,0.186128,0.548286,0.71372
linear_b10_dz0.00_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.0,0.75,2.5,,11426,0.187242,0.551619,0.7118
linear_b10_dz0.01_f0.50-c1.50|norm,Bounded SRDiff,normalized,69.723,linear,10,0.01,0.5,1.5,,11426,0.187022,0.550434,0.71162
linear_b10_dz0.01_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.5,1.5,,11426,0.190383,0.560478,0.70375
linear_b10_dz0.01_f0.50-c1.75|norm,Bounded SRDiff,normalized,63.674,linear,10,0.01,0.5,1.75,,11426,0.186739,0.549728,0.71311
linear_b10_dz0.01_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.5,1.75,,11426,0.189243,0.557267,0.70646
linear_b10_dz0.01_f0.50-c2.00|norm,Bounded SRDiff,normalized,59.446,linear,10,0.01,0.5,2.0,,11426,0.186469,0.549105,0.7139
linear_b10_dz0.01_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.5,2.0,,11426,0.188416,0.554938,0.70935
linear_b10_dz0.01_f0.50-c2.25|norm,Bounded SRDiff,normalized,56.473,linear,10,0.01,0.5,2.25,,11426,0.186293,0.548731,0.71442
linear_b10_dz0.01_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.5,2.25,,11426,0.187854,0.553346,0.70978
linear_b10_dz0.01_f0.50-c2.50|norm,Bounded SRDiff,normalized,54.338,linear,10,0.01,0.5,2.5,,11426,0.186202,0.548563,0.7153
linear_b10_dz0.01_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.5,2.5,,11426,0.187491,0.552305,0.71057
linear_b10_dz0.01_f0.60-c1.50|norm,Bounded SRDiff,normalized,69.006,linear,10,0.01,0.6,1.5,,11426,0.18699,0.55033,0.71101
linear_b10_dz0.01_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.6,1.5,,11426,0.190339,0.560381,0.7048
linear_b10_dz0.01_f0.60-c1.75|norm,Bounded SRDiff,normalized,63.076,linear,10,0.01,0.6,1.75,,11426,0.186678,0.549546,0.71364
linear_b10_dz0.01_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.6,1.75,,11426,0.189183,0.557128,0.70725
linear_b10_dz0.01_f0.60-c2.00|norm,Bounded SRDiff,normalized,58.924,linear,10,0.01,0.6,2.0,,11426,0.186392,0.548877,0.71451
linear_b10_dz0.01_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.6,2.0,,11426,0.188344,0.554769,0.70935
linear_b10_dz0.01_f0.60-c2.25|norm,Bounded SRDiff,normalized,56.002,linear,10,0.01,0.6,2.25,,11426,0.186205,0.54847,0.71425
linear_b10_dz0.01_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.6,2.25,,11426,0.187774,0.553153,0.71101
linear_b10_dz0.01_f0.60-c2.50|norm,Bounded SRDiff,normalized,53.901,linear,10,0.01,0.6,2.5,,11426,0.186106,0.548278,0.71469
linear_b10_dz0.01_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.6,2.5,,11426,0.187405,0.552093,0.71066
linear_b10_dz0.01_f0.70-c1.50|norm,Bounded SRDiff,normalized,68.174,linear,10,0.01,0.7,1.5,,11426,0.187008,0.550351,0.71127
linear_b10_dz0.01_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,10,0.01,0.7,1.5,,11426,0.19032,0.560334,0.70611
