category,game_id,season,date,home,away,home_score,away_score,winner_srdiff,margin,mov_multiplier_neutral,sr_multiplier_lead
extreme SR dominance (|SRDiff| >= 15pp),401119293,2019,2019-11-02,Bowling Green,Akron,35,6,0.235,29,3.401,2.56
extreme SR dominance (|SRDiff| >= 15pp),401119294,2019,2019-11-02,Eastern Michigan,Buffalo,14,43,0.3961,29,3.401,4.876
extreme SR dominance (|SRDiff| >= 15pp),401119295,2019,2019-11-02,Central Michigan,Northern Illinois,48,10,0.2256,38,3.664,2.465
extreme SR dominance (|SRDiff| >= 15pp),401121963,2019,2019-11-02,Louisiana,Texas State,31,3,0.2329,28,3.367,2.538
extreme SR dominance (|SRDiff| >= 15pp),401119298,2019,2019-11-07,Ohio,Miami (OH),21,24,-0.1527,3,1.386,0.543
extreme SR dominance (|SRDiff| >= 15pp),401121964,2019,2019-11-08,Coastal Carolina,Louisiana,7,48,0.3031,41,3.738,3.362
extreme SR dominance (|SRDiff| >= 15pp),401110843,2019,2019-11-09,Arkansas,Western Kentucky,19,45,0.2418,26,3.296,2.631
extreme SR dominance (|SRDiff| >= 15pp),401110844,2019,2019-11-09,Florida,Vanderbilt,56,0,0.3355,56,4.043,3.827
extreme SR dominance (|SRDiff| >= 15pp),401112209,2019,2019-11-09,Ohio State,Maryland,73,14,0.3693,59,4.094,4.381
extreme SR dominance (|SRDiff| >= 15pp),401112505,2019,2019-11-09,Miami (FL),Louisville,52,27,0.172,25,3.258,1.99
extreme SR dominance (|SRDiff| >= 15pp),401112506,2019,2019-11-09,Virginia Tech,Wake Forest,36,17,0.2391,19,2.996,2.603
extreme SR dominance (|SRDiff| >= 15pp),401114205,2019,2019-11-09,Oregon State,Washington,7,19,0.2224,12,2.565,2.435
extreme SR dominance (|SRDiff| >= 15pp),401114305,2019,2019-11-09,FAU,FIU,37,7,0.1812,30,3.434,2.064
extreme SR dominance (|SRDiff| >= 15pp),401114308,2019,2019-11-09,Southern Miss,UAB,37,2,0.1958,35,3.584,2.189
extreme SR dominance (|SRDiff| >= 15pp),401114332,2019,2019-11-09,Army,Massachusetts,63,7,0.4291,56,4.043,5.564
extreme SR dominance (|SRDiff| >= 15pp),401117901,2019,2019-11-09,Cincinnati,UConn,48,3,0.3697,45,3.829,4.388
extreme SR dominance (|SRDiff| >= 15pp),401121965,2019,2019-11-09,Troy,Georgia Southern,49,28,0.2087,21,3.091,2.305
extreme SR dominance (|SRDiff| >= 15pp),401110845,2019,2019-11-10,Georgia,Missouri,27,0,0.1746,27,3.332,2.011
extreme SR dominance (|SRDiff| >= 15pp),401111654,2019,2019-11-10,Duke,Notre Dame,7,38,0.1567,31,3.466,1.871
extreme SR dominance (|SRDiff| >= 15pp),401112503,2019,2019-11-10,NC State,Clemson,10,55,0.3694,45,3.829,4.383
extreme SR dominance (|SRDiff| >= 15pp),401119299,2019,2019-11-12,Akron,Eastern Michigan,14,42,0.2721,28,3.367,2.969
extreme SR dominance (|SRDiff| >= 15pp),401119301,2019,2019-11-14,Miami (OH),Bowling Green,44,3,0.3318,41,3.738,3.771
extreme SR dominance (|SRDiff| >= 15pp),401110851,2019,2019-11-16,Mississippi State,Alabama,7,38,0.3455,31,3.466,3.982
extreme SR dominance (|SRDiff| >= 15pp),401110854,2019,2019-11-16,Vanderbilt,Kentucky,14,38,0.2556,24,3.219,2.78
extreme SR dominance (|SRDiff| >= 15pp),401112105,2019,2019-11-16,Oklahoma State,Kansas,31,13,0.2341,18,2.944,2.551
extreme SR dominance (|SRDiff| >= 15pp),401112219,2019,2019-11-16,Michigan,Michigan State,44,10,0.2591,34,3.555,2.819
extreme SR dominance (|SRDiff| >= 15pp),401112250,2019,2019-11-16,Northwestern,Massachusetts,45,6,0.1705,39,3.689,1.978
extreme SR dominance (|SRDiff| >= 15pp),401112255,2019,2019-11-16,Rutgers,Ohio State,21,56,0.4153,35,3.584,5.265
extreme SR dominance (|SRDiff| >= 15pp),401112508,2019,2019-11-16,Clemson,Wake Forest,52,3,0.33,49,3.912,3.744
extreme SR dominance (|SRDiff| >= 15pp),401112511,2019,2019-11-16,Georgia Tech,Virginia Tech,0,45,0.34,45,3.829,3.896
extreme SR dominance (|SRDiff| >= 15pp),401114312,2019,2019-11-16,UAB,UTEP,37,10,0.1606,27,3.332,1.901
extreme SR dominance (|SRDiff| >= 15pp),401114338,2019,2019-11-16,Notre Dame,Navy,52,20,0.2193,32,3.497,2.404
extreme SR dominance (|SRDiff| >= 15pp),401117548,2019,2019-11-16,UNLV,Hawai'i,7,21,0.2405,14,2.708,2.617
extreme SR dominance (|SRDiff| >= 15pp),401119304,2019,2019-11-16,Ball State,Central Michigan,44,45,0.1509,1,0.693,1.829
extreme SR dominance (|SRDiff| >= 15pp),401110853,2019,2019-11-17,Texas A&M,South Carolina,30,6,0.2242,24,3.219,2.452
extreme SR dominance (|SRDiff| >= 15pp),401114216,2019,2019-11-17,Utah,UCLA,49,3,0.1561,46,3.85,1.867
extreme SR dominance (|SRDiff| >= 15pp),401119305,2019,2019-11-20,Northern Illinois,Eastern Michigan,17,45,0.2136,28,3.367,2.35
extreme SR dominance (|SRDiff| >= 15pp),401119306,2019,2019-11-20,Bowling Green,Ohio,24,66,0.1542,42,3.761,1.853
extreme SR dominance (|SRDiff| >= 15pp),401112210,2019,2019-11-23,Maryland,Nebraska,7,54,0.1675,47,3.871,1.954
extreme SR dominance (|SRDiff| >= 15pp),401112220,2019,2019-11-23,Rutgers,Michigan State,0,27,0.3044,27,3.332,3.379
extreme SR dominance (|SRDiff| >= 15pp),401112236,2019,2019-11-23,Northwestern,Minnesota,22,38,0.1708,16,2.833,1.98
extreme SR dominance (|SRDiff| >= 15pp),401112263,2019,2019-11-23,Wisconsin,Purdue,45,24,0.24,21,3.091,2.612
extreme SR dominance (|SRDiff| >= 15pp),401112514,2019,2019-11-23,Notre Dame,Boston College,40,7,0.1602,33,3.526,1.898
extreme SR dominance (|SRDiff| >= 15pp),401114217,2019,2019-11-23,USC,UCLA,52,35,0.192,17,2.89,2.156
extreme SR dominance (|SRDiff| >= 15pp),401114358,2019,2019-11-23,Massachusetts,BYU,24,56,0.4756,32,3.497,6.703
extreme SR dominance (|SRDiff| >= 15pp),401117909,2019,2019-11-23,South Florida,Memphis,10,49,0.3613,39,3.689,4.242
extreme SR dominance (|SRDiff| >= 15pp),401121973,2019,2019-11-23,Appalachian State,Texas State,35,13,0.1783,22,3.135,2.041
extreme SR dominance (|SRDiff| >= 15pp),401121974,2019,2019-11-23,Arkansas State,Georgia Southern,38,33,0.2016,5,1.792,2.24
extreme SR dominance (|SRDiff| >= 15pp),401121976,2019,2019-11-23,Georgia State,South Alabama,28,15,0.1741,13,2.639,2.007
extreme SR dominance (|SRDiff| >= 15pp),401110859,2019,2019-11-24,LSU,Arkansas,56,20,0.3633,36,3.611,4.277
extreme SR dominance (|SRDiff| >= 15pp),401114173,2019,2019-11-24,Arizona,Utah,7,35,0.3861,28,3.367,4.685
extreme SR dominance (|SRDiff| >= 15pp),401117549,2019,2019-11-24,Utah State,Boise State,21,56,0.2647,35,3.584,2.883
extreme SR dominance (|SRDiff| >= 15pp),401119310,2019,2019-11-26,Akron,Ohio,3,52,0.4868,49,3.912,7.009
extreme SR dominance (|SRDiff| >= 15pp),401117554,2019,2019-11-29,Colorado State,Boise State,24,31,-0.1655,7,2.079,0.516
extreme SR dominance (|SRDiff| >= 15pp),401119312,2019,2019-11-29,Buffalo,Bowling Green,49,7,0.2307,42,3.761,2.517
extreme SR dominance (|SRDiff| >= 15pp),401119315,2019,2019-11-29,Central Michigan,Toledo,49,7,0.3238,42,3.761,3.652
extreme SR dominance (|SRDiff| >= 15pp),401121978,2019,2019-11-29,Troy,Appalachian State,13,48,0.2014,35,3.584,2.238
extreme SR dominance (|SRDiff| >= 15pp),401110867,2019,2019-11-30,Georgia Tech,Georgia,7,52,0.3696,45,3.829,4.385
extreme SR dominance (|SRDiff| >= 15pp),401110868,2019,2019-11-30,Kentucky,Louisville,45,13,0.1666,32,3.497,1.947
extreme SR dominance (|SRDiff| >= 15pp),401110870,2019,2019-11-30,South Carolina,Clemson,3,38,0.2209,35,3.584,2.42
extreme SR dominance (|SRDiff| >= 15pp),401112084,2019,2019-11-30,Kansas,Baylor,6,61,0.2588,55,4.025,2.816
extreme SR dominance (|SRDiff| >= 15pp),401112237,2019,2019-11-30,Minnesota,Wisconsin,17,38,0.1724,21,3.091,1.993
extreme SR dominance (|SRDiff| >= 15pp),401112522,2019,2019-11-30,Pittsburgh,Boston College,19,26,-0.1578,7,2.079,0.532
extreme SR dominance (|SRDiff| >= 15pp),401114320,2019,2019-11-30,Old Dominion,Charlotte,22,38,0.1761,16,2.833,2.022
extreme SR dominance (|SRDiff| >= 15pp),401114325,2019,2019-11-30,North Texas,UAB,21,26,0.1601,5,1.792,1.897
extreme SR dominance (|SRDiff| >= 15pp),401114346,2019,2019-11-30,Liberty,New Mexico State,49,28,0.1981,21,3.091,2.209
extreme SR dominance (|SRDiff| >= 15pp),401117912,2019,2019-11-30,UCF,South Florida,34,7,0.1957,27,3.332,2.188
extreme SR dominance (|SRDiff| >= 15pp),401117914,2019,2019-11-30,Temple,UConn,49,17,0.1545,32,3.497,1.856
extreme SR dominance (|SRDiff| >= 15pp),401110869,2019,2019-12-01,LSU,Texas A&M,50,7,0.4124,43,3.784,5.205
extreme SR dominance (|SRDiff| >= 15pp),401112524,2019,2019-12-01,NC State,North Carolina,10,41,0.2374,31,3.466,2.584
extreme SR dominance (|SRDiff| >= 15pp),401132974,2019,2019-12-07,Oklahoma,Baylor,30,23,0.1743,7,2.079,2.008
extreme SR dominance (|SRDiff| >= 15pp),401132981,2019,2019-12-07,LSU,Georgia,37,10,0.1783,27,3.332,2.041
extreme SR dominance (|SRDiff| >= 15pp),401132975,2019,2019-12-08,Clemson,Virginia,62,17,0.2474,45,3.829,2.691
extreme SR dominance (|SRDiff| >= 15pp),401135263,2019,2019-12-21,San Diego State,Central Michigan,48,11,0.2744,37,3.638,2.997
extreme SR dominance (|SRDiff| >= 15pp),401135272,2019,2019-12-27,Temple,North Carolina,13,55,0.2489,42,3.761,2.707
extreme SR dominance (|SRDiff| >= 15pp),401135275,2019,2019-12-28,Washington State,Air Force,21,31,0.2098,10,2.398,2.314
extreme SR dominance (|SRDiff| >= 15pp),401135278,2019,2019-12-28,LSU,Oklahoma,63,28,0.3829,35,3.584,4.625
extreme SR dominance (|SRDiff| >= 15pp),401135290,2019,2020-01-02,Cincinnati,Boston College,38,6,0.3576,32,3.497,4.181
extreme SR dominance (|SRDiff| >= 15pp),401234576,2020,2020-09-08,Navy,BYU,3,55,0.4904,52,3.97,7.11
extreme SR dominance (|SRDiff| >= 15pp),401234562,2020,2020-09-12,Wake Forest,Clemson,13,37,0.3849,24,3.219,4.663
extreme SR dominance (|SRDiff| >= 15pp),401234565,2020,2020-09-12,North Carolina,Syracuse,31,6,0.2382,25,3.258,2.593
extreme SR dominance (|SRDiff| >= 15pp),401236081,2020,2020-09-12,Appalachian State,Charlotte,35,20,0.28,15,2.773,3.065
extreme SR dominance (|SRDiff| >= 15pp),401240113,2020,2020-09-12,Army,ULM,37,7,0.1951,30,3.434,2.183
extreme SR dominance (|SRDiff| >= 15pp),401236222,2020,2020-09-13,Texas,UTEP,59,3,0.3386,56,4.043,3.874
extreme SR dominance (|SRDiff| >= 15pp),401234569,2020,2020-09-19,Louisville,Miami (FL),34,47,-0.1551,13,2.639,0.538
extreme SR dominance (|SRDiff| >= 15pp),401234571,2020,2020-09-19,Pittsburgh,Syracuse,21,10,0.1509,11,2.485,1.828
extreme SR dominance (|SRDiff| >= 15pp),401241282,2020,2020-09-19,Notre Dame,South Florida,52,0,0.5877,52,3.97,10.493
extreme SR dominance (|SRDiff| >= 15pp),401207132,2020,2020-09-24,South Alabama,UAB,10,42,0.1982,32,3.497,2.21
extreme SR dominance (|SRDiff| >= 15pp),401212536,2020,2020-09-26,East Carolina,UCF,28,51,0.2004,23,3.178,2.229
extreme SR dominance (|SRDiff| >= 15pp),401234593,2020,2020-09-26,Miami (FL),Florida State,52,10,0.1929,42,3.761,2.163
extreme SR dominance (|SRDiff| >= 15pp),401234734,2020,2020-09-26,Southern Miss,Tulane,24,66,0.2257,42,3.761,2.467
extreme SR dominance (|SRDiff| >= 15pp),401237033,2020,2020-09-26,Arkansas,Georgia,10,37,0.1603,27,3.332,1.898
extreme SR dominance (|SRDiff| >= 15pp),401240194,2020,2020-09-26,ULM,UTEP,6,31,0.25,25,3.258,2.718
extreme SR dominance (|SRDiff| >= 15pp),401234566,2020,2020-09-27,Virginia Tech,NC State,45,24,0.1675,21,3.091,1.954
extreme SR dominance (|SRDiff| >= 15pp),401236223,2020,2020-09-27,BYU,Troy,48,7,0.25,41,3.738,2.718
extreme SR dominance (|SRDiff| >= 15pp),401207141,2020,2020-10-03,UAB,UTSA,21,13,0.1556,8,2.197,1.864
extreme SR dominance (|SRDiff| >= 15pp),401212547,2020,2020-10-03,Georgia State,East Carolina,49,29,0.1528,20,3.045,1.842
extreme SR dominance (|SRDiff| >= 15pp),401212557,2020,2020-10-03,Air Force,Navy,40,7,0.3387,33,3.526,3.876
extreme SR dominance (|SRDiff| >= 15pp),401215305,2020,2020-10-03,ULM,Georgia Southern,30,35,0.1635,5,1.792,1.923
extreme SR dominance (|SRDiff| >= 15pp),401236000,2020,2020-10-03,Kansas,Oklahoma State,7,47,0.3247,40,3.714,3.665
extreme SR dominance (|SRDiff| >= 15pp),401237095,2020,2020-10-03,Georgia,Auburn,27,6,0.2254,21,3.091,2.463
extreme SR dominance (|SRDiff| >= 15pp),401237098,2020,2020-10-03,Vanderbilt,LSU,7,41,0.2094,34,3.555,2.31
extreme SR dominance (|SRDiff| >= 15pp),401246275,2020,2020-10-03,BYU,Louisiana Tech,45,14,0.2222,31,3.466,2.432
extreme SR dominance (|SRDiff| >= 15pp),401234604,2020,2020-10-10,Clemson,Miami (FL),42,17,0.3736,25,3.258,4.457
extreme SR dominance (|SRDiff| >= 15pp),401234605,2020,2020-10-10,Syracuse,Duke,24,38,0.1629,14,2.708,1.919
extreme SR dominance (|SRDiff| >= 15pp),401234606,2020,2020-10-10,Notre Dame,Florida State,42,26,0.2405,16,2.833,2.617
extreme SR dominance (|SRDiff| >= 15pp),401234607,2020,2020-10-10,North Carolina,Virginia Tech,56,45,0.1991,11,2.485,2.218
extreme SR dominance (|SRDiff| >= 15pp),401236003,2020,2020-10-10,Iowa State,Texas Tech,31,15,0.3168,16,2.833,3.55
extreme SR dominance (|SRDiff| >= 15pp),401237100,2020,2020-10-10,Ole Miss,Alabama,48,63,0.254,15,2.773,2.762
extreme SR dominance (|SRDiff| >= 15pp),401237105,2020,2020-10-10,LSU,Missouri,41,45,0.1618,4,1.609,1.91
extreme SR dominance (|SRDiff| >= 15pp),401207149,2020,2020-10-17,Louisiana Tech,Marshall,17,35,0.1915,18,2.944,2.151
extreme SR dominance (|SRDiff| >= 15pp),401207150,2020,2020-10-17,Middle Tennessee,North Texas,35,52,0.2208,17,2.89,2.418
extreme SR dominance (|SRDiff| >= 15pp),401234610,2020,2020-10-17,Georgia Tech,Clemson,7,73,0.3966,66,4.205,4.886
extreme SR dominance (|SRDiff| >= 15pp),401236007,2020,2020-10-17,West Virginia,Kansas,38,17,0.2448,21,3.091,2.663
extreme SR dominance (|SRDiff| >= 15pp),401250215,2020,2020-10-17,Georgia Southern,Massachusetts,41,0,0.4673,41,3.738,6.484
extreme SR dominance (|SRDiff| >= 15pp),401212479,2020,2020-10-23,South Florida,Tulsa,13,42,0.2511,29,3.401,2.731
extreme SR dominance (|SRDiff| >= 15pp),401212552,2020,2020-10-24,Navy,Houston,21,37,0.165,16,2.833,1.935
extreme SR dominance (|SRDiff| >= 15pp),401215317,2020,2020-10-24,Troy,Georgia State,34,36,-0.1619,2,1.099,0.523
extreme SR dominance (|SRDiff| >= 15pp),401234618,2020,2020-10-24,Clemson,Syracuse,47,21,0.2237,26,3.296,2.447
extreme SR dominance (|SRDiff| >= 15pp),401234621,2020,2020-10-24,North Carolina,NC State,48,21,0.1666,27,3.332,1.947
extreme SR dominance (|SRDiff| >= 15pp),401234622,2020,2020-10-24,Pittsburgh,Notre Dame,3,45,0.2781,42,3.761,3.042
extreme SR dominance (|SRDiff| >= 15pp),401237114,2020,2020-10-24,Tennessee,Alabama,17,48,0.4017,31,3.466,4.986
extreme SR dominance (|SRDiff| >= 15pp),401237118,2020,2020-10-24,LSU,South Carolina,52,24,0.2433,28,3.367,2.646
extreme SR dominance (|SRDiff| >= 15pp),401247294,2020,2020-10-24,Minnesota,Michigan,24,49,0.1694,25,3.258,1.969
extreme SR dominance (|SRDiff| >= 15pp),401247297,2020,2020-10-24,Wisconsin,Illinois,45,7,0.2672,38,3.664,2.912
extreme SR dominance (|SRDiff| >= 15pp),401247298,2020,2020-10-24,Northwestern,Maryland,43,3,0.2681,40,3.714,2.922
extreme SR dominance (|SRDiff| >= 15pp),401248997,2020,2020-10-24,Boise State,Utah State,42,13,0.3132,29,3.401,3.5
extreme SR dominance (|SRDiff| >= 15pp),401212488,2020,2020-10-25,SMU,Cincinnati,13,42,0.1651,29,3.401,1.935
extreme SR dominance (|SRDiff| >= 15pp),401240998,2020,2020-10-25,BYU,Texas State,52,14,0.3778,38,3.664,4.532
extreme SR dominance (|SRDiff| >= 15pp),401248996,2020,2020-10-25,San Diego State,UNLV,34,6,0.1786,28,3.367,2.043
extreme SR dominance (|SRDiff| >= 15pp),401212517,2020,2020-10-31,Tulane,Temple,38,3,0.3329,35,3.584,3.787
extreme SR dominance (|SRDiff| >= 15pp),401212543,2020,2020-10-31,Cincinnati,Memphis,49,10,0.1983,39,3.689,2.211
extreme SR dominance (|SRDiff| >= 15pp),401215318,2020,2020-10-31,Georgia State,Coastal Carolina,0,51,0.1789,51,3.951,2.046
extreme SR dominance (|SRDiff| >= 15pp),401215319,2020,2020-10-31,ULM,Appalachian State,13,31,0.2449,18,2.944,2.663
extreme SR dominance (|SRDiff| >= 15pp),401236014,2020,2020-10-31,Kansas,Iowa State,22,52,0.2566,30,3.434,2.791
extreme SR dominance (|SRDiff| >= 15pp),401236017,2020,2020-10-31,Oklahoma State,Texas,34,41,-0.1844,7,2.079,0.478
extreme SR dominance (|SRDiff| >= 15pp),401237116,2020,2020-10-31,Florida,Missouri,41,17,0.2963,24,3.219,3.272
extreme SR dominance (|SRDiff| >= 15pp),401237117,2020,2020-10-31,Kentucky,Georgia,3,14,0.2001,11,2.485,2.227
extreme SR dominance (|SRDiff| >= 15pp),401237119,2020,2020-10-31,Alabama,Mississippi State,41,0,0.2137,41,3.738,2.351
extreme SR dominance (|SRDiff| >= 15pp),401237121,2020,2020-10-31,Auburn,LSU,48,11,0.2277,37,3.638,2.487
extreme SR dominance (|SRDiff| >= 15pp),401237123,2020,2020-10-31,Vanderbilt,Ole Miss,21,54,0.2714,33,3.526,2.962
extreme SR dominance (|SRDiff| >= 15pp),401247301,2020,2020-10-31,Illinois,Purdue,24,31,0.1619,7,2.079,1.911
extreme SR dominance (|SRDiff| >= 15pp),401248999,2020,2020-10-31,Air Force,Boise State,30,49,0.1722,19,2.996,1.991
extreme SR dominance (|SRDiff| >= 15pp),401249001,2020,2020-10-31,Wyoming,Hawai'i,31,7,0.1857,24,3.219,2.102
extreme SR dominance (|SRDiff| >= 15pp),401215322,2020,2020-11-01,Texas State,Louisiana,34,44,0.2117,10,2.398,2.332
extreme SR dominance (|SRDiff| >= 15pp),401236016,2020,2020-11-01,Texas Tech,Oklahoma,28,62,0.1954,34,3.555,2.185
extreme SR dominance (|SRDiff| >= 15pp),401249004,2020,2020-11-01,Utah State,San Diego State,7,38,0.1572,31,3.466,1.876
extreme SR dominance (|SRDiff| >= 15pp),401249857,2020,2020-11-04,Akron,Western Michigan,13,58,0.1927,45,3.829,2.161
extreme SR dominance (|SRDiff| >= 15pp),401249009,2020,2020-11-06,Nevada,Utah State,34,9,0.2,25,3.258,2.226
extreme SR dominance (|SRDiff| >= 15pp),401212525,2020,2020-11-07,East Carolina,Tulane,21,38,0.1573,17,2.89,1.876
extreme SR dominance (|SRDiff| >= 15pp),401212544,2020,2020-11-07,Cincinnati,Houston,38,10,0.2083,28,3.367,2.301
extreme SR dominance (|SRDiff| >= 15pp),401234633,2020,2020-11-07,Duke,North Carolina,24,56,0.163,32,3.497,1.919
extreme SR dominance (|SRDiff| >= 15pp),401236019,2020,2020-11-07,Oklahoma,Kansas,62,9,0.3697,53,3.989,4.388
extreme SR dominance (|SRDiff| >= 15pp),401237125,2020,2020-11-07,Georgia,Florida,28,44,0.1669,16,2.833,1.949
extreme SR dominance (|SRDiff| >= 15pp),401247308,2020,2020-11-07,Illinois,Minnesota,14,41,0.1825,27,3.332,2.075
extreme SR dominance (|SRDiff| >= 15pp),401249005,2020,2020-11-07,Boise State,BYU,17,51,0.1902,34,3.555,2.14
extreme SR dominance (|SRDiff| >= 15pp),401251931,2020,2020-11-07,Marshall,Massachusetts,51,10,0.2239,41,3.738,2.449
extreme SR dominance (|SRDiff| >= 15pp),401237127,2020,2020-11-08,South Carolina,Texas A&M,3,48,0.2816,45,3.829,3.085
extreme SR dominance (|SRDiff| >= 15pp),401247310,2020,2020-11-08,Ohio State,Rutgers,49,27,0.3263,22,3.135,3.689
extreme SR dominance (|SRDiff| >= 15pp),401249399,2020,2020-11-08,Oregon,Stanford,35,14,0.1571,21,3.091,1.875
extreme SR dominance (|SRDiff| >= 15pp),401249402,2020,2020-11-08,Colorado,UCLA,48,42,0.1552,6,1.946,1.86
extreme SR dominance (|SRDiff| >= 15pp),401249890,2020,2020-11-11,Buffalo,Miami (OH),42,10,0.2454,32,3.497,2.668
extreme SR dominance (|SRDiff| >= 15pp),401249012,2020,2020-11-13,Boise State,Colorado State,52,21,0.1718,31,3.466,1.988
extreme SR dominance (|SRDiff| >= 15pp),401207179,2020,2020-11-14,UTSA,UTEP,52,21,0.2168,31,3.466,2.38
extreme SR dominance (|SRDiff| >= 15pp),401207200,2020,2020-11-14,Tulane,Army,38,12,0.1813,26,3.296,2.065
extreme SR dominance (|SRDiff| >= 15pp),401212545,2020,2020-11-14,Cincinnati,East Carolina,55,17,0.1545,38,3.664,1.855
extreme SR dominance (|SRDiff| >= 15pp),401215332,2020,2020-11-14,Louisiana,South Alabama,38,10,0.3259,28,3.367,3.682
extreme SR dominance (|SRDiff| >= 15pp),401234637,2020,2020-11-14,Boston College,Notre Dame,31,45,0.195,14,2.708,2.182
extreme SR dominance (|SRDiff| >= 15pp),401247317,2020,2020-11-14,Minnesota,Iowa,7,35,0.2042,28,3.367,2.263
extreme SR dominance (|SRDiff| >= 15pp),401249013,2020,2020-11-14,Utah State,Fresno State,16,35,0.2185,19,2.996,2.397
extreme SR dominance (|SRDiff| >= 15pp),401212518,2020,2020-11-15,UCF,Temple,38,13,0.2099,25,3.258,2.315
extreme SR dominance (|SRDiff| >= 15pp),401247319,2020,2020-11-15,Michigan,Wisconsin,11,49,0.29,38,3.664,3.19
extreme SR dominance (|SRDiff| >= 15pp),401261454,2020,2020-11-15,UCLA,California,34,10,0.288,24,3.219,3.164
extreme SR dominance (|SRDiff| >= 15pp),401249867,2020,2020-11-18,Kent State,Akron,69,35,0.3106,34,3.555,3.464
extreme SR dominance (|SRDiff| >= 15pp),401249868,2020,2020-11-18,Bowling Green,Buffalo,17,42,0.1534,25,3.258,1.847
extreme SR dominance (|SRDiff| >= 15pp),401249871,2020,2020-11-19,Eastern Michigan,Toledo,28,45,0.2289,17,2.89,2.499
extreme SR dominance (|SRDiff| >= 15pp),401212519,2020,2020-11-21,Temple,East Carolina,3,28,0.172,25,3.258,1.99
extreme SR dominance (|SRDiff| >= 15pp),401234643,2020,2020-11-21,Louisville,Syracuse,30,0,0.1962,30,3.434,2.192
extreme SR dominance (|SRDiff| >= 15pp),401236025,2020,2020-11-21,Iowa State,Kansas State,45,0,0.3029,45,3.829,3.359
