category,game_id,season,date,home,away,home_score,away_score,winner_srdiff,margin,mov_multiplier_neutral,sr_multiplier_lead
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401525539,2023,2023-11-02,Duke,Wake Forest,24,21,-0.1573,3,1.386,0.555
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401525540,2023,2023-11-03,Syracuse,Boston College,10,17,0.1374,7,2.079,1.665
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401520372,2023,2023-11-04,New Mexico State,Middle Tennessee,13,7,0.1294,6,1.946,1.612
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401531343,2023,2023-11-04,Tulsa,Charlotte,26,33,-0.1227,7,2.079,0.637
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401524046,2023,2023-11-05,Colorado,Oregon State,19,26,0.1622,7,2.079,1.838
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401525546,2023,2023-11-10,Louisville,Virginia,31,24,0.1437,7,2.079,1.707
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401524052,2023,2023-11-11,Colorado,Arizona,31,34,0.1,3,1.386,1.433
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401520403,2023,2023-11-18,Army,Coastal Carolina,28,21,0.1271,7,2.079,1.598
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401525558,2023,2023-11-18,Miami (FL),Louisville,31,38,0.1211,7,2.079,1.56
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401520432,2023,2023-11-25,Louisville,Kentucky,31,38,-0.1302,7,2.079,0.618
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401520440,2023,2023-11-25,Sam Houston,Middle Tennessee,23,20,-0.1602,3,1.386,0.548
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401524067,2023,2023-11-25,Utah,Colorado,23,17,0.1347,6,1.946,1.646
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401524068,2023,2023-11-25,Washington,Washington State,24,21,0.17,3,1.386,1.897
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401525905,2023,2023-11-25,Oklahoma State,BYU,40,34,0.1149,6,1.946,1.521
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401531925,2023,2023-11-25,Old Dominion,Georgia State,25,24,-0.1693,1,0.693,0.529
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401532454,2023,2023-11-25,Ball State,Miami (OH),15,17,-0.105,2,1.099,0.684
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401525904,2023,2023-11-26,Kansas State,Iowa State,35,42,-0.1081,7,2.079,0.675
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401532626,2023,2023-11-26,Hawai'i,Colorado State,27,24,0.1431,3,1.386,1.703
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401551731,2023,2023-12-16,Appalachian State,Miami (OH),13,9,0.1636,4,1.609,1.848
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401551756,2023,2023-12-26,Minnesota,Bowling Green,30,24,0.15,6,1.946,1.751
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401554566,2023,2023-12-30,Wyoming,Toledo,16,15,0.1687,1,0.693,1.887
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635525,2024,2024-08-24,Georgia Tech,Florida State,24,21,0.1439,3,1.386,1.708
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401643696,2024,2024-08-25,Nevada,SMU,24,29,0.1223,5,1.792,1.567
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401634300,2024,2024-08-31,Stanford,TCU,27,34,0.1642,7,2.079,1.853
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628334,2024,2024-09-01,LSU,USC,20,27,0.1298,7,2.079,1.615
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628345,2024,2024-09-07,Oklahoma,Houston,16,12,-0.1308,4,1.609,0.617
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401643708,2024,2024-09-07,Nevada,Georgia Southern,17,20,-0.1333,3,1.386,0.611
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628469,2024,2024-09-08,Oregon,Boise State,37,34,0.18,3,1.386,1.974
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628375,2024,2024-09-28,Auburn,Oklahoma,21,27,-0.1421,6,1.946,0.589
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628501,2024,2024-09-28,Rutgers,Washington,21,18,-0.1609,3,1.386,0.547
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635659,2024,2024-09-28,Wake Forest,Louisiana,38,41,-0.1177,3,1.386,0.65
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401643795,2024,2024-09-28,Bowling Green,Old Dominion,27,30,-0.102,3,1.386,0.692
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628384,2024,2024-10-05,Vanderbilt,Alabama,40,35,-0.1366,5,1.792,0.603
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635638,2024,2024-10-05,NC State,Wake Forest,30,34,-0.1181,4,1.609,0.649
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401643801,2024,2024-10-05,ULM,James Madison,21,19,-0.1198,2,1.099,0.645
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401644740,2024,2024-10-05,Akron,Bowling Green,20,27,0.1699,7,2.079,1.896
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635568,2024,2024-10-06,California,Miami (FL),38,39,0.2586,1,0.693,2.703
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401636888,2024,2024-10-06,Arizona State,Kansas,35,31,0.154,4,1.609,1.779
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628516,2024,2024-10-12,USC,Penn State,30,33,0.1311,3,1.386,1.623
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635577,2024,2024-10-12,North Carolina,Georgia Tech,34,41,0.1454,7,2.079,1.719
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401643729,2024,2024-10-12,Colorado State,San Jose State,31,24,0.1133,7,2.079,1.512
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401643737,2024,2024-10-19,Utah State,New Mexico,45,50,-0.2909,5,1.792,0.325
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401636903,2024,2024-10-20,Utah,TCU,7,13,0.1445,6,1.946,1.713
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401640993,2024,2024-10-23,Kennesaw State,Liberty,27,24,-0.1218,3,1.386,0.639
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401634771,2024,2024-10-25,Boston College,Louisville,27,31,0.2839,4,1.609,2.991
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628530,2024,2024-10-26,Ohio State,Nebraska,21,17,0.1604,4,1.609,1.825
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635599,2024,2024-10-26,Stanford,Wake Forest,24,27,-0.1055,3,1.386,0.683
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401643820,2024,2024-10-29,Texas State,Louisiana,17,23,-0.1918,6,1.946,0.483
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401629036,2024,2024-11-01,UConn,Georgia State,34,27,0.1229,7,2.079,1.571
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628539,2024,2024-11-02,Penn State,Ohio State,13,20,0.1103,7,2.079,1.493
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401636913,2024,2024-11-02,Houston,Kansas State,24,19,-0.1206,5,1.792,0.643
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401636918,2024,2024-11-09,Cincinnati,West Virginia,24,31,-0.1746,7,2.079,0.518
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401645365,2024,2024-11-15,Tulsa,East Carolina,31,38,0.1272,7,2.079,1.598
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635517,2024,2024-11-16,Stanford,Louisville,38,35,-0.149,3,1.386,0.574
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628429,2024,2024-11-23,Florida,Ole Miss,24,17,-0.1472,7,2.079,0.578
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635518,2024,2024-11-23,Syracuse,UConn,31,24,0.1156,7,2.079,1.526
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628572,2024,2024-11-24,Oregon State,Washington State,41,38,-0.1211,3,1.386,0.641
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401643763,2024,2024-11-24,Nevada,Air Force,19,22,0.1674,3,1.386,1.877
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401644775,2024,2024-11-27,Akron,Toledo,21,14,-0.1266,7,2.079,0.627
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628443,2024,2024-11-30,Missouri,Arkansas,28,21,-0.1038,7,2.079,0.687
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401628562,2024,2024-11-30,Iowa,Nebraska,13,10,-0.2654,3,1.386,0.36
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635622,2024,2024-11-30,Wake Forest,Duke,17,23,0.1272,6,1.946,1.598
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401635624,2024,2024-11-30,North Carolina,NC State,30,35,0.232,5,1.792,2.43
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401643846,2024,2024-12-01,James Madison,Marshall,33,35,-0.1389,2,1.099,0.597
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401677077,2024,2024-12-15,Western Michigan,South Alabama,23,30,0.1151,7,2.079,1.522
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401677080,2024,2024-12-18,West Virginia,Memphis,37,42,-0.1288,5,1.792,0.622
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401677180,2024,2024-12-26,Toledo,Pittsburgh,48,46,-0.1596,2,1.099,0.55
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401677090,2024,2024-12-27,Navy,Oklahoma,21,20,-0.1525,1,0.693,0.565
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401677097,2024,2024-12-28,Miami (FL),Iowa State,41,42,-0.1824,1,0.693,0.502
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401677102,2024,2024-12-31,Michigan,Alabama,19,13,-0.1361,6,1.946,0.604
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752794,2025,2025-08-28,Rutgers,Ohio,34,31,0.1071,3,1.386,1.417
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401754374,2025,2025-08-29,Wake Forest,Kennesaw State,10,9,0.1274,1,0.693,1.536
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401754375,2025,2025-08-30,Colorado,Georgia Tech,20,27,0.1984,7,2.079,2.041
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401761592,2025,2025-08-31,Louisiana,Rice,12,14,0.109,2,1.099,1.428
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752816,2025,2025-09-06,Michigan State,Boston College,42,40,-0.1861,2,1.099,0.514
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401754524,2025,2025-09-06,NC State,Virginia,35,31,0.1172,4,1.609,1.475
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401756883,2025,2025-09-06,Ohio,West Virginia,17,10,0.1117,7,2.079,1.443
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752714,2025,2025-09-20,Oklahoma,Auburn,24,17,0.115,7,2.079,1.462
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401757169,2025,2025-09-20,UConn,Ball State,31,25,-0.1657,6,1.946,0.558
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401757261,2025,2025-09-20,Kennesaw State,Arkansas State,28,21,0.1801,7,2.079,1.897
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401761610,2025,2025-09-20,Eastern Michigan,Louisiana,34,31,0.1012,3,1.386,1.384
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401761613,2025,2025-09-20,Buffalo,Troy,17,21,0.1119,4,1.609,1.444
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401762820,2025,2025-09-20,Western Michigan,Toledo,14,13,0.1087,1,0.693,1.426
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401757267,2025,2025-09-21,UTEP,ULM,25,31,0.1199,6,1.946,1.491
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401760374,2025,2025-09-21,Hawai'i,Fresno State,21,23,0.1547,2,1.099,1.714
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752724,2025,2025-09-27,Texas A&M,Auburn,16,10,0.1884,6,1.946,1.961
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752939,2025,2025-09-27,Oregon State,Houston,24,27,-0.1831,3,1.386,0.521
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401757273,2025,2025-09-27,Missouri State,Western Kentucky,22,27,0.1355,5,1.792,1.587
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752857,2025,2025-10-04,Maryland,Washington,20,24,0.1087,4,1.609,1.426
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752940,2025,2025-10-04,Appalachian State,Oregon State,27,23,-0.1915,4,1.609,0.504
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401754554,2025,2025-10-04,Louisville,Virginia,27,30,-0.1835,3,1.386,0.52
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401756915,2025,2025-10-04,UCF,Kansas,20,27,0.1055,7,2.079,1.408
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401762479,2025,2025-10-04,Temple,UTSA,27,21,-0.151,6,1.946,0.592
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752864,2025,2025-10-11,Minnesota,Purdue,27,20,-0.1023,7,2.079,0.72
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401756918,2025,2025-10-11,Colorado,Iowa State,24,17,-0.1658,7,2.079,0.558
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401762835,2025,2025-10-11,Bowling Green,Toledo,28,23,-0.2647,5,1.792,0.376
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401756916,2025,2025-10-12,Arizona,BYU,27,33,0.1082,6,1.946,1.423
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752743,2025,2025-10-18,Kentucky,Texas,13,16,-0.1624,3,1.386,0.566
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401760392,2025,2025-10-18,Air Force,Wyoming,24,21,-0.1627,3,1.386,0.565
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401761632,2025,2025-10-18,Marshall,Texas State,40,37,0.1058,3,1.386,1.409
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401762488,2025,2025-10-18,Tulane,Army,24,17,0.1641,7,2.079,1.78
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401762840,2025,2025-10-18,Massachusetts,Buffalo,21,28,0.1389,7,2.079,1.609
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752752,2025,2025-10-25,Vanderbilt,Missouri,17,10,-0.1151,7,2.079,0.684
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752883,2025,2025-10-25,Nebraska,Northwestern,28,21,0.1167,7,2.079,1.472
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752884,2025,2025-10-25,Purdue,Rutgers,24,27,0.1026,3,1.386,1.391
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401757292,2025,2025-10-29,Middle Tennessee,Jacksonville State,21,24,0.1129,3,1.386,1.45
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752753,2025,2025-11-01,Arkansas,Mississippi State,35,38,-0.1101,3,1.386,0.698
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752888,2025,2025-11-01,Minnesota,Michigan State,23,20,-0.105,3,1.386,0.712
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401754577,2025,2025-11-01,Clemson,Duke,45,46,-0.1908,1,0.693,0.505
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752899,2025,2025-11-08,Wisconsin,Washington,13,10,-0.1135,3,1.386,0.688
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401754588,2025,2025-11-08,North Carolina,Stanford,20,15,-0.2022,5,1.792,0.483
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401757297,2025,2025-11-08,UTEP,Jacksonville State,27,30,0.1622,3,1.386,1.766
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401761648,2025,2025-11-08,Louisiana,Texas State,42,39,-0.1665,3,1.386,0.556
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752895,2025,2025-11-09,UCLA,Nebraska,21,28,0.135,7,2.079,1.584
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752944,2025,2025-11-09,Oregon State,Sam Houston,17,21,-0.1902,4,1.609,0.506
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752765,2025,2025-11-15,Alabama,Oklahoma,21,23,-0.1709,2,1.099,0.547
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752772,2025,2025-11-15,Texas A&M,South Carolina,31,30,0.157,1,0.693,1.73
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752905,2025,2025-11-15,Northwestern,Michigan,22,24,0.2455,2,1.099,2.464
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401762508,2025,2025-11-15,East Carolina,Memphis,31,27,0.1467,4,1.609,1.66
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401757300,2025,2025-11-16,Sam Houston,Delaware,26,23,-0.1046,3,1.386,0.713
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401757305,2025,2025-11-22,FIU,Jacksonville State,27,21,-0.1002,6,1.946,0.726
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401761658,2025,2025-11-22,South Alabama,Southern Miss,42,35,0.1123,7,2.079,1.447
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401762512,2025,2025-11-22,Army,Tulsa,25,26,0.1345,1,0.693,1.581
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752777,2025,2025-11-23,LSU,Western Kentucky,13,10,0.1386,3,1.386,1.607
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401756966,2025,2025-11-29,Oklahoma State,Iowa State,13,20,0.1142,7,2.079,1.458
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401757312,2025,2025-11-29,Jacksonville State,Western Kentucky,37,34,-0.1035,3,1.386,0.716
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401761665,2025,2025-11-29,Louisiana,ULM,30,27,-0.1572,3,1.386,0.578
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401752922,2025,2025-11-30,Illinois,Northwestern,20,13,0.1271,7,2.079,1.535
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401762521,2025,2025-12-13,Navy,Army,17,16,0.1869,1,0.693,1.949
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401778316,2025,2025-12-27,East Carolina,Pittsburgh,23,17,-0.2149,6,1.946,0.459
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401778319,2025,2025-12-27,BYU,Georgia Tech,25,21,0.12,4,1.609,1.492
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401778327,2025,2025-12-31,TCU,USC,30,27,0.1234,3,1.386,1.512
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401778328,2025,2025-12-31,Vanderbilt,Iowa,27,34,0.1074,7,2.079,1.418
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401769073,2025,2026-01-02,Georgia,Ole Miss,34,39,0.1548,5,1.792,1.715
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401856766,2026,2026-08-29,TCU,North Carolina,10,15,0.1322,5,1.792,1.566
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401862693,2026,2026-08-30,UNLV,Memphis,21,27,0.1412,6,1.946,1.624
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401858428,2026,2026-09-05,Michigan,Western Michigan,13,12,0.1089,1,0.693,1.427
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401870763,2026,2026-09-05,Troy,Sam Houston,24,21,-0.1381,3,1.386,0.624
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401858212,2026,2026-09-07,Florida State,SMU,24,27,0.1791,3,1.386,1.89
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401858446,2026,2026-09-12,Washington,Utah State,16,14,0.1052,2,1.099,1.406
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401862707,2026,2026-09-12,Sam Houston,Tulsa,17,23,-0.1064,6,1.946,0.708
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401864571,2026,2026-09-12,East Carolina,Appalachian State,24,27,-0.1096,3,1.386,0.699
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401864502,2026,2026-09-13,Air Force,North Dakota State,32,38,-0.123,6,1.946,0.662
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401862774,2026,2026-09-19,Toledo,Temple,49,48,0.1227,1,0.693,1.508
close score (<=7) + dominant SR (|SRDiff| >= 10pp),401864574,2026,2026-09-19,Appalachian State,Charlotte,26,21,0.1052,5,1.792,1.406
blowout (>=17) + close SR (|SRDiff| <= 3pp),312440070,2011,2011-09-02,Idaho,Bowling Green,15,32,0.0267,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312460130,2011,2011-09-03,Michigan,Western Michigan,34,10,0.0,24,3.219,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312460228,2011,2011-09-03,Clemson,Troy,43,19,-0.0146,24,3.219,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312530098,2011,2011-09-10,Western Kentucky,Navy,14,40,-0.0297,26,3.296,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312530249,2011,2011-09-10,North Texas,Houston,23,48,0.0131,25,3.258,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312602390,2011,2011-09-17,Miami (FL),Ohio State,24,6,-0.0075,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312600012,2011,2011-09-18,Arizona,Stanford,10,37,0.0286,27,3.332,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312670070,2011,2011-09-24,Idaho,Fresno State,24,48,-0.0251,24,3.219,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312670130,2011,2011-09-24,Michigan,San Diego State,28,7,0.0253,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312740202,2011,2011-10-01,Tulsa,North Texas,41,24,0.0,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312740259,2011,2011-10-01,Virginia Tech,Clemson,3,23,-0.0036,20,3.045,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312742348,2011,2011-10-01,Louisiana Tech,Hawai'i,26,44,0.0157,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312740275,2011,2011-10-02,Wisconsin,Nebraska,48,17,0.0012,31,3.466,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312810164,2011,2011-10-08,Rutgers,Pittsburgh,34,10,0.0286,24,3.219,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312810254,2011,2011-10-08,Utah,Arizona State,14,35,-0.0114,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312810277,2011,2011-10-08,West Virginia,UConn,43,16,-0.0167,27,3.332,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312860025,2011,2011-10-14,California,USC,9,30,0.0272,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312880309,2011,2011-10-15,Louisiana,North Texas,30,10,0.0224,20,3.045,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312950142,2011,2011-10-22,Missouri,Oklahoma State,24,45,0.0128,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312950228,2011,2011-10-22,Clemson,North Carolina,59,38,0.0085,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312950242,2011,2011-10-22,Rice,Tulsa,20,38,-0.0155,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312950248,2011,2011-10-22,Houston,Marshall,63,28,0.026,35,3.584,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312950249,2011,2011-10-22,North Texas,ULM,38,21,0.0145,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),312952649,2011,2011-10-22,Toledo,Miami (OH),49,28,0.0264,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313020002,2011,2011-10-29,Auburn,Ole Miss,41,23,0.0179,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313020026,2011,2011-10-29,UCLA,California,31,14,-0.0128,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313020197,2011,2011-10-29,Oklahoma State,Baylor,59,24,-0.0078,35,3.584,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313020254,2011,2011-10-29,Utah,Oregon State,27,8,-0.0298,19,2.996,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313022641,2011,2011-10-29,Texas Tech,Iowa State,7,41,-0.0171,34,3.555,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313090096,2011,2011-11-05,Kentucky,Ole Miss,30,13,0.0179,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313092439,2011,2011-11-06,UNLV,Boise State,21,48,0.0289,27,3.332,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313160038,2011,2011-11-12,Colorado,Arizona,48,29,0.0272,19,2.996,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313160356,2011,2011-11-12,Illinois,Michigan,14,31,0.0295,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313160145,2011,2011-11-13,Ole Miss,Louisiana Tech,7,27,-0.0248,20,3.045,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313232653,2011,2011-11-19,Troy,FAU,34,7,-0.0106,27,3.332,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313230252,2011,2011-11-20,BYU,New Mexico State,42,7,0.0153,35,3.584,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313282050,2011,2011-11-25,Ball State,Toledo,28,45,0.0014,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313300239,2011,2011-11-27,Baylor,Texas Tech,66,42,0.0036,24,3.219,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313362483,2011,2011-12-03,Oregon,UCLA,49,31,0.0077,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313370248,2011,2011-12-03,Houston,Southern Miss,28,49,-0.0281,21,3.091,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313370197,2011,2011-12-04,Oklahoma State,Oklahoma,44,10,0.0289,34,3.555,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),313640201,2011,2011-12-31,Oklahoma,Iowa,31,14,-0.011,17,2.89,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),322460097,2012,2012-09-02,Louisville,Kentucky,32,14,-0.0068,18,2.944,1.0
blowout (>=17) + close SR (|SRDiff| <= 3pp),322520251,2012,2012-09-09,Texas,New Mexico,45,0,-0.0103,45,3.829,0.998
blowout (>=17) + close SR (|SRDiff| <= 3pp),322590152,2012,2012-09-15,NC State,South Alabama,31,7,0.0124,24,3.219,1.02
blowout (>=17) + close SR (|SRDiff| <= 3pp),322592579,2012,2012-09-15,South Carolina,UAB,49,6,-0.0198,43,3.784,0.921
blowout (>=17) + close SR (|SRDiff| <= 3pp),322592633,2012,2012-09-15,Tennessee,Florida,20,37,-0.0187,17,2.89,0.93
