team,season_year,as_of,raw_hfa,adjusted_hfa,prior_hfa,fbs_baseline,fcs_prior_used,effective_n,lambda,games_used,weighted_actual_wins,weighted_expected_wins,oldest_game_used,newest_game_used,elo_hfa_points,elo_points_at_bound,raw_elo_hfa_points,raw_points_at_bound
FIU,2006,2006-08-31,1.082352,1.144412,1.148325,1.148325,False,1.891131,0.0593,2,0.950052,0.877766,2005-10-15,2005-12-04,46.804394,False,26.692992,False
Oklahoma,2006,2006-08-31,1.149403,1.149092,1.148325,1.148325,False,74.009502,0.711565,159,59.707933,51.946925,1980-09-13,2005-11-26,139.745388,False,140.085393,False
Arkansas,2006,2006-08-31,1.177326,1.169015,1.148325,1.148325,False,74.688797,0.713436,166,50.144509,42.591865,1980-09-20,2005-11-19,94.247963,False,99.137459,False
Missouri,2006,2006-08-31,1.158153,1.155135,1.148325,1.148325,False,67.690977,0.692909,152,34.918382,30.150053,1980-09-13,2005-11-12,66.082524,False,67.373752,False
Cincinnati,2006,2006-08-31,1.235778,1.205344,1.148325,1.148325,False,56.206911,0.652,111,31.29907,25.32743,1980-11-08,2005-11-10,83.291947,False,95.652672,False
Louisville,2006,2006-08-31,1.136032,1.140085,1.148325,1.148325,False,60.982168,0.670265,125,41.395632,36.438791,1980-09-06,2005-11-26,83.83805,False,81.278038,False
Arkansas State,2006,2006-08-31,1.326223,1.242677,1.148325,1.148325,False,33.880192,0.530371,56,15.779825,11.898318,1980-09-20,2005-11-13,73.474051,False,97.958981,False
ULM,2006,2006-08-31,1.030417,1.097107,1.148325,1.148325,False,23.039582,0.434385,34,9.330482,9.055053,1980-11-22,2005-11-26,32.414235,False,10.222903,False
FAU,2006,2006-08-31,0.455874,1.054409,1.148325,1.148325,False,4.70726,0.135628,5,0.946094,2.075342,2005-09-08,2005-11-26,17.560907,False,-205.623295,False
Middle Tennessee,2006,2006-08-31,1.139311,1.1444,1.148325,1.148325,False,23.138043,0.435433,29,14.64856,12.857384,1999-11-13,2005-11-12,68.195803,False,65.726822,False
Southern Miss,2006,2006-08-31,1.183753,1.17057,1.148325,1.148325,False,50.623374,0.627899,107,38.440329,32.473259,1980-09-20,2005-11-26,110.731377,False,120.309345,False
Michigan,2006,2006-08-31,1.144884,1.145863,1.148325,1.148325,False,75.415962,0.715413,166,62.592074,54.671124,1980-09-13,2005-11-19,125.935639,False,124.934465,False
Michigan State,2006,2006-08-31,1.140136,1.14252,1.148325,1.148325,False,73.014931,0.70878,158,44.8133,39.305237,1980-09-27,2005-11-19,71.503994,False,70.281531,False
Ohio State,2006,2006-08-31,1.188127,1.177122,1.148325,1.148325,False,78.501974,0.723507,172,65.504355,55.132475,1980-09-13,2005-11-12,145.58793,False,156.652583,False
Indiana,2006,2006-08-31,1.175946,1.167362,1.148325,1.148325,False,66.526479,0.689204,149,31.567984,26.844752,1980-09-13,2005-11-19,62.176775,False,65.329353,False
Purdue,2006,2006-08-31,1.213807,1.194152,1.148325,1.148325,False,69.949592,0.699849,153,42.320312,34.865773,1980-09-20,2005-11-12,90.646415,False,100.110887,False
Illinois,2006,2006-08-31,1.066869,1.091327,1.148325,1.148325,False,69.91426,0.699743,153,33.991261,31.860769,1980-09-06,2005-11-19,40.445661,False,29.649857,False
Northwestern,2006,2006-08-31,1.232778,1.206649,1.148325,1.148325,False,66.965115,0.69061,145,30.027838,24.357873,1980-10-04,2005-11-05,73.656146,False,82.69586,False
Wisconsin,2006,2006-08-31,1.14947,1.149137,1.148325,1.148325,False,73.049603,0.708878,162,46.77172,40.689813,1980-09-13,2005-11-12,80.677296,False,80.864281,False
Minnesota,2006,2006-08-31,1.195474,1.180988,1.148325,1.148325,False,67.642794,0.692758,149,37.354249,31.246396,1980-09-13,2005-11-12,77.213394,False,83.432625,False
Iowa,2006,2006-08-31,1.198081,1.183046,1.148325,1.148325,False,69.279039,0.697821,151,48.904887,40.819344,1980-09-27,2005-11-19,115.373769,False,125.670506,False
Notre Dame,2006,2006-08-31,1.121027,1.128935,1.148325,1.148325,False,73.558288,0.710308,163,53.834988,48.022905,1980-09-06,2005-11-19,88.386547,False,82.592609,False
Toledo,2006,2006-08-31,1.259418,1.221838,1.148325,1.148325,False,58.685718,0.661727,129,48.086917,38.181851,1980-09-27,2005-11-17,156.750144,False,189.080286,False
Ball State,2006,2006-08-31,1.150569,1.149734,1.148325,1.148325,False,50.685435,0.628186,112,26.569518,23.092513,1980-09-20,2005-11-19,61.479606,False,61.822386,False
Western Michigan,2006,2006-08-31,1.133855,1.13898,1.148325,1.148325,False,54.699384,0.645806,126,33.397173,29.454533,1980-09-06,2005-11-12,68.072231,False,65.501961,False
Bowling Green,2006,2006-08-31,1.160804,1.156348,1.148325,1.148325,False,54.021207,0.642947,117,38.689084,33.329571,1980-09-13,2005-11-23,102.788606,False,105.930603,False
Central Michigan,2006,2006-08-31,1.179767,1.168642,1.148325,1.148325,False,54.792799,0.646196,123,30.770118,26.081525,1980-09-06,2005-11-05,73.84024,False,78.774635,False
Eastern Michigan,2006,2006-08-31,1.120956,1.130777,1.148325,1.148325,False,53.608628,0.641185,116,22.861013,20.394203,1980-10-18,2005-11-12,46.226636,False,42.803104,False
Northern Illinois,2006,2006-08-31,1.211863,1.187955,1.148325,1.148325,False,49.728081,0.623721,104,30.096524,24.834914,1980-09-13,2005-12-02,90.610817,False,102.434252,False
Penn State,2006,2006-08-31,1.16576,1.160827,1.148325,1.148325,False,76.042662,0.717095,165,57.910664,49.676334,1980-09-27,2005-11-05,115.383178,False,119.283303,False
Pittsburgh,2006,2006-08-31,1.159377,1.15607,1.148325,1.148325,False,70.247831,0.700742,157,40.692902,35.098924,1980-09-13,2005-11-12,74.572204,False,76.176532,False
West Virginia,2006,2006-08-31,1.158367,1.155288,1.148325,1.148325,False,67.850822,0.693411,150,46.671548,40.2908,1980-09-06,2005-11-25,90.390789,False,92.28871,False
Maryland,2006,2006-08-31,1.141494,1.143673,1.148325,1.148325,False,64.046889,0.68101,138,36.582901,32.048266,1980-09-13,2005-11-19,66.002791,False,64.986123,False
Virginia,2006,2006-08-31,1.280955,1.239183,1.148325,1.148325,False,65.252457,0.685047,138,46.911889,36.622579,1980-09-13,2005-11-19,134.023637,False,159.57213,False
Virginia Tech,2006,2006-08-31,1.14979,1.149342,1.148325,1.148325,False,67.957277,0.693744,139,51.76905,45.02477,1980-10-18,2005-11-27,112.489028,False,112.863336,False
NC State,2006,2006-08-31,1.129651,1.135598,1.148325,1.148325,False,64.193779,0.681508,139,39.780822,35.215143,1980-09-27,2005-11-26,67.499705,False,64.45694,False
Wake Forest,2006,2006-08-31,0.986242,1.041187,1.148325,1.148325,False,58.497996,0.661009,120,21.739262,22.04252,1980-09-06,2005-11-12,14.397789,False,-4.853454,False
Duke,2006,2006-08-31,1.025636,1.066416,1.148325,1.148325,False,60.256957,0.667616,132,17.939635,17.49123,1980-09-06,2005-10-29,20.269938,False,7.898955,False
North Carolina,2006,2006-08-31,1.113836,1.124457,1.148325,1.148325,False,67.411691,0.692029,148,38.663588,34.712116,1980-09-27,2005-11-19,64.22058,False,58.706742,False
Marshall,2006,2006-08-31,1.095979,1.121896,1.148325,1.148325,False,30.592268,0.504887,44,25.081566,22.885085,1980-09-13,2005-11-19,117.402675,False,89.389886,False
East Carolina,2006,2006-08-31,1.140014,1.142947,1.148325,1.148325,False,54.987839,0.647008,110,29.019383,25.455298,1980-09-13,2005-11-26,60.158897,False,58.926075,False
Rutgers,2006,2006-08-31,1.142505,1.144436,1.148325,1.148325,False,60.420744,0.668218,127,24.050641,21.050798,1980-09-20,2005-11-26,48.770675,False,48.131335,False
Syracuse,2006,2006-08-31,1.130627,1.135957,1.148325,1.148325,False,69.613017,0.698835,153,46.397403,41.036886,1980-09-20,2005-11-12,79.686674,False,76.449835,False
Boston College,2006,2006-08-31,1.135617,1.139645,1.148325,1.148325,False,64.641121,0.683013,139,39.976974,35.202859,1980-09-20,2005-11-13,74.784094,False,72.571292,False
UConn,2006,2006-08-31,0.983112,1.078293,1.148325,1.148325,False,22.073343,0.423889,27,12.726486,12.945102,2000-10-28,2005-12-04,42.816986,False,-9.039757,False
Temple,2006,2006-08-31,0.859216,0.963054,1.148325,1.148325,False,53.526968,0.640835,111,13.012266,15.144351,1980-09-13,2005-10-29,-11.807478,False,-46.34701,False
Army,2006,2006-08-31,1.137694,1.141301,1.148325,1.148325,False,58.421247,0.660715,120,21.036285,18.490287,1980-09-20,2005-12-03,44.224604,False,43.122299,False
Navy,2006,2006-08-31,1.055002,1.087873,1.148325,1.148325,False,55.17092,0.647767,108,24.084707,22.829065,1980-09-20,2005-11-19,35.051204,False,21.986066,False
Buffalo,2006,2006-08-31,0.652176,0.916145,1.148325,1.148325,False,26.387151,0.467964,34,4.626108,7.093345,1999-09-11,2005-11-19,-24.72132,False,-113.449962,False
Akron,2006,2006-08-31,1.19492,1.176009,1.148325,1.148325,False,43.917745,0.594143,76,25.794858,21.587104,1987-09-12,2005-11-24,78.679415,False,87.360277,False
Kent State,2006,2006-08-31,1.02196,1.068014,1.148325,1.148325,False,52.314232,0.635543,118,15.301184,14.972393,1980-10-04,2005-11-12,19.794971,False,6.463321,False
Ohio,2006,2006-08-31,1.141162,1.143805,1.148325,1.148325,False,51.307764,0.631032,114,22.087655,19.355404,1980-09-20,2005-11-22,49.409852,False,48.517943,False
Miami (OH),2006,2006-08-31,1.091235,1.111162,1.148325,1.148325,False,55.950465,0.650962,123,38.657388,35.425352,1980-09-13,2005-11-16,70.311325,False,57.229289,False
Troy,2006,2006-08-31,1.373043,1.209791,1.148325,1.148325,False,11.295454,0.273528,13,8.642622,6.2945,2001-12-01,2005-11-27,97.294365,False,185.212676,False
Alabama,2006,2006-08-31,1.080509,1.099499,1.148325,1.148325,False,77.1302,0.719967,167,54.277783,50.233547,1980-09-06,2005-11-12,64.946958,False,52.072717,False
Auburn,2006,2006-08-31,1.16304,1.15874,1.148325,1.148325,False,72.660066,0.707773,163,55.939325,48.097487,1980-09-20,2005-11-19,116.968443,False,120.490116,False
Georgia,2006,2006-08-31,1.119209,1.127786,1.148325,1.148325,False,71.844508,0.705433,163,55.171661,49.29521,1980-09-13,2005-11-19,96.821843,False,89.692398,False
Georgia Tech,2006,2006-08-31,1.109763,1.122049,1.148325,1.148325,False,64.156708,0.681382,139,38.078418,34.312205,1980-09-20,2005-11-27,61.873179,False,55.529715,False
Florida,2006,2006-08-31,1.206334,1.18981,1.148325,1.148325,False,75.316871,0.715145,162,64.567955,53.524094,1980-09-13,2005-11-26,172.631437,False,191.819271,False
Florida State,2006,2006-08-31,1.135955,1.139637,1.148325,1.148325,False,70.77617,0.702311,151,63.007982,55.466991,1980-09-13,2005-12-04,176.103762,False,170.011346,False
Miami (FL),2006,2006-08-31,1.116049,1.126074,1.148325,1.148325,False,66.587733,0.689402,146,56.449576,50.579824,1980-09-27,2005-11-26,143.920947,False,130.400984,False
South Carolina,2006,2006-08-31,1.19518,1.181287,1.148325,1.148325,False,71.175495,0.703486,152,39.156557,32.762055,1980-10-04,2005-11-20,76.326696,False,82.194687,False
Clemson,2006,2006-08-31,1.170732,1.163659,1.148325,1.148325,False,65.047035,0.684367,140,45.498442,38.863243,1980-09-13,2005-11-12,97.542039,False,102.04634,False
Tennessee,2006,2006-08-31,1.069629,1.091308,1.148325,1.148325,False,78.901488,0.724522,173,61.515959,57.511473,1980-09-06,2005-11-19,80.610335,False,60.201568,False
Vanderbilt,2006,2006-08-31,0.908174,0.983784,1.148325,1.148325,False,65.286157,0.685159,144,17.268641,19.014674,1980-09-20,2005-11-12,-4.9865,False,-28.812415,False
Kentucky,2006,2006-08-31,1.16884,1.162668,1.148325,1.148325,False,69.725625,0.699175,156,31.500548,26.950268,1980-09-06,2005-11-26,58.870249,False,61.067848,False
LSU,2006,2006-08-31,1.108751,1.119997,1.148325,1.148325,False,75.566753,0.71582,166,51.230668,46.20574,1980-09-06,2005-12-03,78.097435,False,70.475585,False
Mississippi State,2006,2006-08-31,1.222673,1.199023,1.148325,1.148325,False,64.309474,0.681898,138,34.417178,28.149126,1980-09-13,2005-11-26,80.384761,False,89.92057,False
Ole Miss,2006,2006-08-31,1.093115,1.110133,1.148325,1.148325,False,67.321789,0.691744,147,39.8577,36.462508,1980-09-06,2005-11-20,54.786624,False,46.198794,False
UCF,2006,2006-08-31,1.202413,1.174094,1.148325,1.148325,False,27.299589,0.476436,37,15.735964,13.086987,1996-10-19,2005-12-03,83.835999,False,97.652921,False
South Florida,2006,2006-08-31,1.158531,1.152069,1.148325,1.148325,False,17.381794,0.366845,21,11.261949,9.720885,2001-09-29,2005-12-04,76.688572,False,80.083043,False
UAB,2006,2006-08-31,1.108532,1.128292,1.148325,1.148325,False,30.413826,0.503425,42,16.721063,15.083969,1996-09-14,2005-11-12,54.36796,False,45.953322,False
Idaho,2006,2006-08-31,1.098289,1.125627,1.148325,1.148325,False,24.908365,0.453635,34,11.093679,10.100874,1996-10-19,2005-11-12,48.511118,False,38.007025,False
Washington,2007,2007-08-30,1.116353,1.125242,1.146684,1.146684,False,72.37484,0.706959,163,49.939612,44.73459,1980-09-13,2006-11-11,81.271131,False,75.222402,False
Washington State,2007,2007-08-30,1.015805,1.057943,1.146684,1.146684,False,63.179643,0.678041,138,32.982344,32.469156,1980-09-13,2006-11-18,27.953476,False,7.609617,False
Oregon,2007,2007-08-30,1.15137,1.149902,1.146684,1.146684,False,65.762048,0.686723,143,46.695821,40.556758,1980-09-06,2006-11-18,91.100596,False,92.054118,False
Oregon State,2007,2007-08-30,1.261278,1.223677,1.146684,1.146684,False,61.429507,0.671878,135,31.931515,25.316795,1980-10-11,2006-11-24,87.904399,False,102.684531,False
California,2007,2007-08-30,1.216486,1.194784,1.146684,1.146684,False,66.490296,0.689088,149,38.313875,31.495524,1980-09-27,2006-12-02,86.17327,False,95.91372,False
Stanford,2007,2007-08-30,1.109846,1.121187,1.146684,1.146684,False,67.448699,0.692146,154,32.970911,29.707655,1980-09-13,2006-11-18,48.015879,False,43.554191,False
USC,2007,2007-08-30,1.18958,1.176937,1.146684,1.146684,False,71.783543,0.705257,160,55.896066,46.988064,1980-09-20,2006-11-26,123.943495,False,133.996468,False
UCLA,2007,2007-08-30,1.272784,1.234773,1.146684,1.146684,False,69.523279,0.698563,153,49.559463,38.937848,1980-09-13,2006-12-02,123.680814,False,145.469146,False
San Jose State,2007,2007-08-30,1.237106,1.200482,1.146684,1.146684,False,44.067082,0.594962,88,22.556975,18.23367,1980-10-11,2006-12-02,75.927952,False,89.705225,False
Fresno State,2007,2007-08-30,1.191907,1.176313,1.146684,1.146684,False,56.99831,0.655166,114,43.133082,36.188297,1980-09-20,2006-11-18,114.821457,False,126.117809,False
San Diego State,2007,2007-08-30,1.141901,1.14349,1.146684,1.146684,False,60.294051,0.667752,137,30.770923,26.947098,1980-09-27,2006-12-03,55.389426,False,54.777585,False
Hawai'i,2007,2007-08-30,1.241776,1.216427,1.146684,1.146684,False,82.538139,0.733424,182,48.692237,39.211762,1980-10-04,2006-12-03,97.998705,False,109.693342,False
Nevada,2007,2007-08-30,1.27256,1.223038,1.146684,1.146684,False,46.253369,0.606575,73,29.128414,22.889611,1992-10-24,2006-11-25,105.180522,False,129.348546,False
UNLV,2007,2007-08-30,1.012774,1.059793,1.146684,1.146684,False,55.440622,0.648879,116,20.326763,20.07039,1980-09-13,2006-11-25,19.765103,False,4.254047,False
Arizona,2007,2007-08-30,1.049905,1.078626,1.146684,1.146684,False,71.088658,0.703231,163,35.695385,33.998681,1980-09-20,2006-11-25,37.441233,False,23.768386,False
Arizona State,2007,2007-08-30,1.159512,1.155753,1.146684,1.146684,False,72.364558,0.70693,167,47.535453,40.996073,1980-09-13,2006-11-19,80.63644,False,82.665325,False
BYU,2007,2007-08-30,1.139634,1.141738,1.146684,1.146684,False,70.498607,0.701488,160,51.200578,44.927218,1980-09-13,2006-11-18,91.883955,False,90.415258,False
Utah,2007,2007-08-30,1.102362,1.116613,1.146684,1.146684,False,63.307593,0.678483,139,42.633563,38.674725,1980-09-20,2006-11-25,68.542198,False,59.845993,False
Utah State,2007,2007-08-30,1.163668,1.157021,1.146684,1.146684,False,46.651283,0.608617,96,19.801167,17.016159,1980-10-04,2006-11-25,52.450989,False,54.628676,False
Boise State,2007,2007-08-30,1.17392,1.161775,1.146684,1.146684,False,37.27594,0.554075,53,32.096206,27.341042,1996-08-31,2006-11-18,172.939511,False,189.418598,False
Colorado,2007,2007-08-30,1.1035,1.116212,1.146684,1.146684,False,71.918023,0.705646,163,46.770555,42.383817,1980-09-27,2006-11-11,68.33189,False,60.6119,False
