team,season_year,as_of,raw_hfa,adjusted_hfa,prior_hfa,fbs_baseline,fcs_prior_used,effective_n,lambda,games_used,weighted_actual_wins,weighted_expected_wins,oldest_game_used,newest_game_used,elo_hfa_points,elo_points_at_bound,raw_elo_hfa_points,raw_points_at_bound
Nebraska,2019,2019-08-24,1.161925,1.153028,1.127497,1.127497,False,86.088598,0.741577,256,64.650078,55.640498,1980-09-13,2018-11-17,105.971412,False,112.696565,False
Iowa State,2019,2019-08-24,1.236046,1.204425,1.127497,1.127497,False,72.985304,0.708696,215,32.003924,25.892178,1980-09-13,2018-11-25,67.484546,False,77.620524,False
Oklahoma State,2019,2019-08-24,1.164845,1.154086,1.127497,1.127497,False,74.139376,0.711925,210,49.095453,42.147628,1980-10-04,2018-11-17,84.762552,False,90.964365,False
Tulsa,2019,2019-08-24,1.102009,1.109755,1.127497,1.127497,False,68.708857,0.696076,179,37.299173,33.846524,1980-09-13,2018-11-24,48.539301,False,45.091992,False
Texas,2019,2019-08-24,1.123014,1.124226,1.127497,1.127497,False,80.974218,0.729667,239,57.550246,51.246235,1980-09-01,2018-11-18,77.792471,False,76.992944,False
Texas A&M,2019,2019-08-24,1.167224,1.156241,1.127497,1.127497,False,78.522588,0.72356,228,53.122127,45.511527,1980-09-20,2018-11-25,86.472505,False,92.876357,False
Baylor,2019,2019-08-24,1.160529,1.150483,1.127497,1.127497,False,68.65004,0.695895,201,36.611162,31.546971,1980-10-04,2018-11-17,67.652255,False,72.176838,False
TCU,2019,2019-08-24,1.063235,1.08259,1.127497,1.127497,False,69.602483,0.698803,208,48.94341,46.032557,1980-09-13,2018-11-25,61.281913,False,46.459649,False
Texas Tech,2019,2019-08-24,1.076164,1.091698,1.127497,1.127497,False,69.134974,0.697382,211,40.373439,37.516054,1980-09-06,2018-11-11,45.933825,False,38.082463,False
Houston,2019,2019-08-24,1.193135,1.173863,1.127497,1.127497,False,72.176096,0.706389,207,47.16914,39.533799,1980-09-20,2018-11-16,88.1924,False,98.502749,False
Rice,2019,2019-08-24,1.100306,1.108614,1.127497,1.127497,False,68.18787,0.694463,200,33.269024,30.236163,1980-09-27,2018-11-24,44.007257,False,40.651845,False
SMU,2019,2019-08-24,1.150046,1.143337,1.127497,1.127497,False,70.832512,0.702477,197,31.237683,27.162126,1980-09-13,2018-11-17,51.273634,False,53.634436,False
North Texas,2019,2019-08-24,1.126679,1.126965,1.127497,1.127497,False,55.67386,0.649835,117,28.327248,25.142246,1980-10-04,2018-11-16,48.692289,False,48.583003,False
UTSA,2019,2019-08-24,0.87379,1.004909,1.127497,1.127497,False,28.048008,0.483186,36,11.671205,13.356988,2012-10-20,2018-11-25,1.954884,False,-50.694748,False
Texas State,2019,2019-08-24,0.732827,0.940204,1.127497,1.127497,False,27.094527,0.474556,35,7.161329,9.772193,2012-09-08,2018-11-24,-20.178764,False,-95.145456,False
Louisiana Tech,2019,2019-08-24,1.109298,1.115711,1.127497,1.127497,False,55.135416,0.64762,130,34.450012,31.055689,1981-09-19,2018-11-24,60.421954,False,56.989152,False
Tulane,2019,2019-08-24,1.022314,1.053862,1.127497,1.127497,False,70.023027,0.700069,213,26.802634,26.217607,1980-09-06,2018-11-24,18.32266,False,7.633754,False
Louisiana,2019,2019-08-24,1.096225,1.107052,1.127497,1.127497,False,56.6497,0.653778,144,31.052573,28.326818,1980-09-06,2018-11-17,45.692915,False,41.03765,False
Memphis,2019,2019-08-24,1.103916,1.110797,1.127497,1.127497,False,72.803969,0.708182,206,38.23106,34.632224,1980-09-06,2018-11-23,46.400222,False,43.513741,False
FIU,2019,2019-08-24,1.122573,1.124486,1.127497,1.127497,False,47.211811,0.611458,73,20.437771,18.206179,2005-10-15,2018-11-24,41.99951,False,41.363719,False
Oklahoma,2019,2019-08-24,1.146487,1.141347,1.127497,1.127497,False,80.838342,0.729336,238,68.94205,60.133312,1980-09-13,2018-11-18,143.571078,False,150.043301,False
Arkansas,2019,2019-08-24,1.125861,1.126307,1.127497,1.127497,False,79.967609,0.727192,243,47.077097,41.814319,1980-09-20,2018-11-11,61.395357,False,61.1756,False
Missouri,2019,2019-08-24,1.156899,1.148484,1.127497,1.127497,False,74.819721,0.713794,225,44.219471,38.22242,1980-09-13,2018-11-23,68.956288,False,72.953085,False
Cincinnati,2019,2019-08-24,1.203837,1.180272,1.127497,1.127497,False,67.187121,0.691317,180,43.440134,36.084731,1980-11-08,2018-11-23,85.076996,False,96.683644,False
Louisville,2019,2019-08-24,1.030568,1.059203,1.127497,1.127497,False,71.549678,0.704578,198,45.069325,43.732508,1980-09-06,2018-11-25,34.192866,False,17.496958,False
Arkansas State,2019,2019-08-24,1.262013,1.214082,1.127497,1.127497,False,54.194463,0.643682,119,37.60114,29.79458,1980-09-20,2018-11-17,105.786943,False,131.444562,False
ULM,2019,2019-08-24,1.028111,1.06783,1.127497,1.127497,False,45.065777,0.600351,89,20.491016,19.930744,1980-11-22,2018-11-24,25.059331,False,10.411542,False
FAU,2019,2019-08-24,1.054966,1.084081,1.127497,1.127497,False,44.735528,0.598584,70,21.592979,20.467936,2005-09-08,2018-11-24,32.754214,False,21.441971,False
Georgia Southern,2019,2019-08-24,1.223031,1.163597,1.127497,1.127497,False,18.222221,0.37788,22,12.216166,9.988437,2014-09-25,2018-11-10,81.758444,False,112.71114,False
Georgia State,2019,2019-08-24,0.571648,0.889639,1.127497,1.127497,False,22.439996,0.427918,28,5.008218,8.761012,2013-10-12,2018-11-24,-36.517585,False,-155.365156,False
Middle Tennessee,2019,2019-08-24,1.210465,1.179703,1.127497,1.127497,False,50.911954,0.629227,93,33.143762,27.381011,1999-11-13,2018-12-01,80.324393,False,94.724794,False
South Alabama,2019,2019-08-24,1.141196,1.134084,1.127497,1.127497,False,27.792174,0.480899,36,13.102555,11.481428,2012-09-01,2018-11-23,45.644567,False,48.041731,False
Southern Miss,2019,2019-08-24,1.038411,1.066999,1.127497,1.127497,False,63.487609,0.679102,174,38.41003,36.989222,1980-09-20,2018-11-17,35.855693,False,20.405524,False
Michigan,2019,2019-08-24,1.173127,1.161571,1.127497,1.127497,False,88.461652,0.746753,256,70.079608,59.737447,1980-09-13,2018-11-17,117.737938,False,127.368157,False
Michigan State,2019,2019-08-24,1.105815,1.111504,1.127497,1.127497,False,84.34345,0.737633,243,56.31569,50.926859,1980-09-27,2018-11-24,65.32577,False,61.870316,False
Ohio State,2019,2019-08-24,1.16637,1.156648,1.127497,1.127497,False,89.957034,0.74991,262,79.739697,68.36568,1980-09-13,2018-11-24,168.868695,False,182.933947,False
Indiana,2019,2019-08-24,1.075982,1.090528,1.127497,1.127497,False,76.250234,0.717648,225,32.964452,30.636607,1980-09-13,2018-11-24,32.697234,False,27.488487,False
Purdue,2019,2019-08-24,1.141038,1.137345,1.127497,1.127497,False,80.027354,0.727341,233,37.435225,32.808056,1980-09-20,2018-11-17,51.366551,False,52.732907,False
Illinois,2019,2019-08-24,1.041174,1.065271,1.127497,1.127497,False,77.469412,0.720851,229,32.96714,31.663432,1980-09-06,2018-11-17,24.870152,False,15.733136,False
Northwestern,2019,2019-08-24,1.074256,1.08909,1.127497,1.127497,False,77.66762,0.721365,222,40.048262,37.280012,1980-10-04,2018-11-24,38.438227,False,32.031023,False
Wisconsin,2019,2019-08-24,1.119169,1.121391,1.127497,1.127497,False,82.416378,0.733135,243,64.120562,57.293027,1980-09-13,2018-11-24,99.137887,False,97.126641,False
Minnesota,2019,2019-08-24,1.224347,1.197888,1.127497,1.127497,False,79.811606,0.726805,229,44.761201,36.559258,1980-09-13,2018-11-17,79.979673,False,90.720466,False
Iowa,2019,2019-08-24,1.185139,1.169302,1.127497,1.127497,False,79.191366,0.725253,230,53.605231,45.231159,1980-09-27,2018-11-23,92.719011,False,101.915274,False
Notre Dame,2019,2019-08-24,1.170361,1.159071,1.127497,1.127497,False,83.9025,0.736617,248,61.338389,52.409793,1980-09-06,2018-11-11,95.873879,False,103.259762,False
Toledo,2019,2019-08-24,1.189414,1.170715,1.127497,1.127497,False,69.341002,0.69801,200,50.982527,42.863582,1980-09-27,2018-11-23,103.549484,False,116.01402,False
Ball State,2019,2019-08-24,0.989468,1.035525,1.127497,1.127497,False,59.905635,0.666317,173,27.920629,28.217833,1980-09-20,2018-11-13,14.531465,False,-4.31658,False
Western Michigan,2019,2019-08-24,1.017714,1.053669,1.127497,1.127497,False,61.599377,0.672487,187,36.460573,35.825946,1980-09-06,2018-11-21,28.453459,False,9.321937,False
Bowling Green,2019,2019-08-24,0.927003,0.991702,1.127497,1.127497,False,62.966698,0.677304,181,32.223897,34.76136,1980-09-13,2018-11-23,-4.07981,False,-35.722359,False
Central Michigan,2019,2019-08-24,0.99488,1.038561,1.127497,1.127497,False,61.081274,0.670624,183,31.025117,31.184788,1980-09-06,2018-11-10,17.745235,False,-2.352071,False
Eastern Michigan,2019,2019-08-24,0.978062,1.027048,1.127497,1.127497,False,61.51782,0.672195,177,21.489675,21.971681,1980-10-18,2018-11-10,8.819576,False,-7.221918,False
Northern Illinois,2019,2019-08-24,1.163535,1.151428,1.127497,1.127497,False,59.301133,0.664058,165,41.413246,35.592597,1980-09-13,2018-11-15,88.461007,False,96.026812,False
Penn State,2019,2019-08-24,1.176949,1.164311,1.127497,1.127497,False,87.387746,0.744437,252,67.816909,57.620928,1980-09-27,2018-11-24,116.783895,False,126.927564,False
Pittsburgh,2019,2019-08-24,1.134972,1.132853,1.127497,1.127497,False,75.833626,0.716536,231,44.392991,39.113729,1980-09-13,2018-11-10,59.442048,False,60.406296,False
West Virginia,2019,2019-08-24,1.17659,1.162591,1.127497,1.127497,False,75.209955,0.714856,225,53.230047,45.240938,1980-09-06,2018-11-24,94.357832,False,103.12286,False
Maryland,2019,2019-08-24,1.072937,1.089072,1.127497,1.127497,False,71.441594,0.704263,209,33.670159,31.381292,1980-09-13,2018-11-17,33.927815,False,27.801485,False
Virginia,2019,2019-08-24,1.20645,1.184104,1.127497,1.127497,False,75.99729,0.716974,215,42.878457,35.541028,1980-09-13,2018-11-10,74.865163,False,83.984277,False
Virginia Tech,2019,2019-08-24,1.077312,1.091869,1.127497,1.127497,False,73.421352,0.709925,211,51.546378,47.847203,1980-10-18,2018-12-01,60.016676,False,50.117709,False
NC State,2019,2019-08-24,1.150881,1.144106,1.127497,1.127497,False,73.554842,0.710298,213,43.473233,37.773889,1980-09-27,2018-12-01,65.785645,False,68.92898,False
Wake Forest,2019,2019-08-24,1.052605,1.07497,1.127497,1.127497,False,70.455479,0.70136,193,29.070931,27.618092,1980-09-06,2018-11-17,26.06308,False,18.340667,False
Duke,2019,2019-08-24,0.954573,1.006099,1.127497,1.127497,False,70.680765,0.702028,204,25.549495,26.765373,1980-09-06,2018-11-24,2.107369,False,-15.820586,False
North Carolina,2019,2019-08-24,1.093756,1.10377,1.127497,1.127497,False,71.085048,0.70322,217,38.504746,35.204146,1980-09-27,2018-11-24,45.119481,False,40.751999,False
Old Dominion,2019,2019-08-24,1.227209,1.168999,1.127497,1.127497,False,21.38951,0.416223,26,11.446743,9.327463,2014-09-13,2018-11-10,62.725904,False,84.455791,False
Marshall,2019,2019-08-24,1.182737,1.163649,1.127497,1.127497,False,56.821045,0.654462,112,39.695409,33.562331,1980-09-13,2018-11-17,91.701425,False,103.131707,False
East Carolina,2019,2019-08-24,1.153884,1.145846,1.127497,1.127497,False,68.485544,0.695387,182,39.299188,34.058176,1980-09-13,2018-11-18,62.805711,False,66.31504,False
Coastal Carolina,2019,2019-08-24,0.655237,1.017387,1.127497,1.127497,False,9.121278,0.233154,10,2.695172,4.113278,2017-09-02,2018-11-17,7.275412,False,-153.886526,False
Appalachian State,2019,2019-08-24,1.122124,1.125295,1.127497,1.127497,False,20.834133,0.409845,26,17.588383,15.67419,1981-11-07,2018-12-01,112.928472,False,109.522195,False
Charlotte,2019,2019-08-24,0.673595,0.963033,1.127497,1.127497,False,17.046462,0.362332,20,3.703347,5.497885,2015-09-26,2018-11-17,-11.174331,False,-108.300953,False
Rutgers,2019,2019-08-24,1.04379,1.067968,1.127497,1.127497,False,73.863919,0.711161,203,31.431943,30.113271,1980-09-20,2018-11-17,26.231516,False,16.931887,False
Syracuse,2019,2019-08-24,1.154253,1.146495,1.127497,1.127497,False,73.461262,0.710036,224,38.590615,33.433399,1980-09-20,2018-11-10,63.230415,False,66.573607,False
Boston College,2019,2019-08-24,1.104829,1.111405,1.127497,1.127497,False,73.410276,0.709893,213,40.174417,36.362578,1980-09-20,2018-11-24,49.788544,False,46.830049,False
UConn,2019,2019-08-24,1.047847,1.075941,1.127497,1.127497,False,55.053589,0.647281,99,24.767585,23.636646,2000-10-28,2018-11-24,28.515025,False,18.005222,False
Temple,2019,2019-08-24,1.08973,1.10151,1.127497,1.127497,False,66.180794,0.688087,180,31.649608,29.043521,1980-09-13,2018-11-17,41.921537,False,37.065011,False
Army,2019,2019-08-24,1.117349,1.120775,1.127497,1.127497,False,58.848752,0.662348,175,25.785695,23.077568,1980-09-20,2018-11-03,42.589857,False,41.394888,False
Navy,2019,2019-08-24,1.195477,1.173292,1.127497,1.127497,False,61.925216,0.673648,170,37.806752,31.624822,1980-09-20,2018-11-17,77.359847,False,87.590606,False
Buffalo,2019,2019-08-24,1.082116,1.098657,1.127497,1.127497,False,52.306996,0.635511,99,21.732344,20.083196,1999-09-11,2018-11-07,33.026109,False,27.552561,False
Akron,2019,2019-08-24,1.042172,1.071015,1.127497,1.127497,False,58.74754,0.661962,140,25.805252,24.761019,1987-09-12,2018-11-17,27.001026,False,16.076537,False
Kent State,2019,2019-08-24,0.876689,0.9608,1.127497,1.127497,False,59.45645,0.664641,178,18.55519,21.16507,1980-10-04,2018-11-23,-12.784695,False,-41.013719,False
Ohio,2019,2019-08-24,1.172051,1.157661,1.127497,1.127497,False,62.888019,0.67703,179,39.094927,33.355996,1980-09-20,2018-11-23,75.311869,False,82.412983,False
Miami (OH),2019,2019-08-24,1.037798,1.065839,1.127497,1.127497,False,65.966614,0.687391,190,32.404189,31.223981,1980-09-13,2018-11-21,28.43117,False,16.333512,False
Liberty,2019,2019-08-24,1.424528,1.160611,1.127497,1.127497,False,3.764206,0.111485,4,2.825979,1.983801,2018-09-01,2018-11-24,69.42509,False,197.837052,False
Western Kentucky,2019,2019-08-24,0.925543,1.014889,1.127497,1.127497,False,37.810699,0.557592,55,20.209118,21.834888,2008-10-11,2018-11-18,7.931156,False,-39.146186,False
Troy,2019,2019-08-24,1.097123,1.109315,1.127497,1.127497,False,44.738144,0.598599,75,30.86268,28.130547,2001-12-01,2018-11-17,64.04049,False,56.5746,False
Alabama,2019,2019-08-24,1.092588,1.101875,1.127497,1.127497,False,82.765367,0.733961,248,68.811229,62.980039,1980-09-06,2018-11-24,105.875068,False,94.960386,False
Auburn,2019,2019-08-24,1.191584,1.174635,1.127497,1.127497,False,83.431683,0.735524,248,62.136955,52.146503,1980-09-20,2018-11-17,113.388041,False,125.503834,False
Georgia,2019,2019-08-24,1.135011,1.132882,1.127497,1.127497,False,75.884373,0.716672,236,59.17328,52.134551,1980-09-13,2018-11-24,98.927717,False,100.689047,False
Georgia Tech,2019,2019-08-24,1.185827,1.168663,1.127497,1.127497,False,71.952866,0.705746,211,44.58867,37.601326,1980-09-20,2018-11-17,77.413349,False,85.555145,False
Florida,2019,2019-08-24,1.138724,1.135639,1.127497,1.127497,False,79.204853,0.725287,239,61.910368,54.368215,1980-09-13,2018-11-10,101.395504,False,103.965069,False
Florida State,2019,2019-08-24,1.08242,1.095062,1.127497,1.127497,False,76.971043,0.71955,227,59.365001,54.844683,1980-09-13,2018-11-24,78.336834,False,67.173633,False
Miami (FL),2019,2019-08-24,1.200321,1.1793,1.127497,1.127497,False,73.929115,0.711342,219,55.246814,46.026701,1980-09-27,2018-11-24,111.539714,False,125.948092,False
South Carolina,2019,2019-08-24,1.206671,1.18474,1.127497,1.127497,False,78.303386,0.723,229,50.033645,41.464187,1980-10-04,2018-12-01,90.469205,False,101.662516,False
Clemson,2019,2019-08-24,1.192508,1.174088,1.127497,1.127497,False,75.881876,0.716665,217,61.577022,51.636563,1980-09-13,2018-11-25,136.133501,False,153.185676,False
Tennessee,2019,2019-08-24,1.11171,1.115822,1.127497,1.127497,False,85.158169,0.739489,257,56.768062,51.063742,1980-09-06,2018-11-17,70.250842,False,67.663313,False
Vanderbilt,2019,2019-08-24,1.045702,1.069014,1.127497,1.127497,False,75.258184,0.714987,220,28.51299,27.266851,1980-09-20,2018-11-24,23.174702,False,15.410098,False
Kentucky,2019,2019-08-24,1.234199,1.205013,1.127497,1.127497,False,79.677234,0.72647,236,39.971596,32.386671,1980-09-06,2018-11-17,73.751342,False,84.113976,False
LSU,2019,2019-08-24,1.169341,1.158281,1.127497,1.127497,False,83.503915,0.735692,250,64.944446,55.539358,1980-09-06,2018-11-18,119.561578,False,128.992946,False
Mississippi State,2019,2019-08-24,1.142198,1.137957,1.127497,1.127497,False,74.000836,0.711541,212,42.793148,37.46562,1980-09-13,2018-11-17,65.649255,False,67.694311,False
Ole Miss,2019,2019-08-24,1.077562,1.091556,1.127497,1.127497,False,77.04539,0.719745,224,42.32487,39.278366,1980-09-06,2018-11-23,43.209639,False,36.571318,False
UCF,2019,2019-08-24,1.16671,1.153665,1.127497,1.127497,False,60.183625,0.667345,113,40.526186,34.735447,1996-10-19,2018-12-01,85.685945,False,93.347492,False
South Florida,2019,2019-08-24,1.057431,1.08286,1.127497,1.127497,False,52.66103,0.637072,91,28.691619,27.133324,2001-09-29,2018-12-21,37.769838,False,26.133134,False
UAB,2019,2019-08-24,1.140252,1.135192,1.127497,1.127497,False,45.617002,0.603264,96,24.397657,21.396718,1996-09-14,2018-11-11,56.094414,False,58.199732,False
Massachusetts,2019,2019-08-24,0.795052,0.965505,1.127497,1.127497,False,28.510776,0.487274,37,7.324013,9.211992,2012-09-08,2018-11-10,-10.113308,False,-63.054327,False
Washington,2020,2020-09-04,1.18394,1.169265,1.130488,1.130488,False,79.268834,0.725448,242,53.140816,44.884705,1980-09-13,2019-11-29,94.751702,False,103.396213,False
Washington State,2020,2020-09-04,1.101283,1.109891,1.130488,1.130488,False,71.783418,0.705257,210,38.559653,35.013397,1980-09-13,2019-11-24,51.793765,False,47.709897,False
Oregon,2020,2020-09-04,1.212426,1.189426,1.130488,1.130488,False,76.872719,0.719292,222,60.686366,50.053657,1980-09-06,2019-11-30,129.039023,False,147.238867,False
Oregon State,2020,2020-09-04,1.088934,1.101449,1.130488,1.130488,False,69.611937,0.698831,205,30.714243,28.205786,1980-10-11,2019-11-17,39.5393,False,34.705115,False
California,2020,2020-09-04,1.179172,1.165128,1.130488,1.130488,False,73.995463,0.711526,223,39.447756,33.453785,1980-09-27,2019-11-17,64.959216,False,70.487406,False
Stanford,2020,2020-09-04,1.207594,1.186491,1.130488,1.130488,False,79.61546,0.726316,236,52.616337,43.571215,1980-09-13,2019-11-30,96.865619,False,108.402887,False
USC,2020,2020-09-04,1.203869,1.184185,1.130488,1.130488,False,81.841169,0.731762,242,63.902814,53.081211,1980-09-20,2019-11-23,122.087099,False,137.077359,False
UCLA,2020,2020-09-04,1.215232,1.192148,1.130488,1.130488,False,80.135,0.727607,234,50.824539,41.82292,1980-09-13,2019-12-01,88.36561,False,99.365438,False
San Jose State,2020,2020-09-04,1.111665,1.118143,1.130488,1.130488,False,57.173116,0.655857,149,24.130818,21.706914,1980-10-11,2019-12-01,39.481043,False,37.3433,False
Fresno State,2020,2020-09-04,1.110324,1.116655,1.130488,1.130488,False,65.548898,0.686025,180,41.955379,37.786605,1980-09-20,2019-11-24,64.99372,False,61.365976,False
San Diego State,2020,2020-09-04,1.151276,1.145057,1.130488,1.130488,False,70.280739,0.70084,208,43.213821,37.535598,1980-09-27,2019-12-01,70.180373,False,73.277659,False
Hawai'i,2020,2020-09-04,1.153825,1.147573,1.130488,1.130488,False,81.983773,0.732104,257,44.250022,38.350707,1980-10-04,2019-12-01,62.651613,False,65.309319,False
Nevada,2020,2020-09-04,1.174564,1.160194,1.130488,1.130488,False,62.013423,0.673961,141,38.129426,32.462612,1992-10-24,2019-11-30,77.644855,False,84.800007,False
UNLV,2020,2020-09-04,1.058579,1.080788,1.130488,1.130488,False,67.136055,0.691155,187,24.17972,22.841669,1980-09-13,2019-11-23,25.308223,False,18.418633,False
Arizona,2020,2020-09-04,1.147253,1.142511,1.130488,1.130488,False,76.061493,0.717145,237,41.75278,36.393685,1980-09-20,2019-11-24,61.421979,False,63.477331,False
Arizona State,2020,2020-09-04,1.251749,1.218268,1.130488,1.130488,False,78.654784,0.723896,244,53.075101,42.400757,1980-09-13,2019-12-01,105.701976,False,122.932835,False
BYU,2020,2020-09-04,1.124032,1.125935,1.130488,1.130488,False,71.777799,0.70524,228,50.923374,45.304221,1980-09-13,2019-11-10,77.901984,False,76.656351,False
Utah,2020,2020-09-04,1.141367,1.138186,1.130488,1.130488,False,72.595755,0.70759,212,51.06997,44.744581,1980-09-20,2019-12-01,82.153951,False,84.159488,False
Utah State,2020,2020-09-04,1.194198,1.173112,1.130488,1.130488,False,60.643185,0.669032,161,34.257195,28.686355,1980-10-04,2019-11-24,77.003435,False,86.503037,False
Boise State,2020,2020-09-04,1.165148,1.154296,1.130488,1.130488,False,65.816336,0.686901,131,58.580601,50.277406,1996-08-31,2019-12-07,167.962421,False,184.076651,False
Colorado,2020,2020-09-04,1.129093,1.129497,1.130488,1.130488,False,73.683171,0.710657,233,37.929335,33.592733,1980-09-27,2019-11-24,55.678242,False,55.505684,False
Colorado State,2020,2020-09-04,1.115681,1.120308,1.130488,1.130488,False,66.009419,0.687531,198,35.077782,31.440687,1980-09-06,2019-11-29,53.338114,False,51.286821,False
Wyoming,2020,2020-09-04,1.263257,1.222819,1.130488,1.130488,False,68.497407,0.695423,206,38.491741,30.47023,1980-09-13,2019-11-23,87.075654,False,102.997568,False
Air Force,2020,2020-09-04,1.191921,1.17335,1.130488,1.130488,False,69.238651,0.697698,215,46.230587,38.78661,1980-09-20,2019-11-30,90.101577,False,100.263994,False
New Mexico,2020,2020-09-04,0.979532,1.024562,1.130488,1.130488,False,70.569317,0.701698,211,27.368591,27.940477,1980-09-06,2019-11-30,9.010107,False,-7.55584,False
UTEP,2020,2020-09-04,1.095144,1.106005,1.130488,1.130488,False,67.623136,0.692696,201,25.008518,22.835832,1980-09-20,2019-11-30,34.584894,False,31.099982,False
Kansas,2020,2020-09-04,1.14461,1.140531,1.130488,1.130488,False,73.856372,0.71114,226,27.458608,23.989478,1980-09-13,2019-11-30,49.346631,False,50.738599,False
Kansas State,2020,2020-09-04,1.283106,1.239952,1.130488,1.130488,False,76.097758,0.717242,218,53.125963,41.404183,1980-09-27,2019-12-01,126.556841,False,151.001141,False
Nebraska,2020,2020-09-04,1.156707,1.149968,1.130488,1.130488,False,86.723515,0.742982,263,62.991747,54.457836,1980-09-13,2019-11-29,98.823318,False,103.587473,False
Iowa State,2020,2020-09-04,1.215272,1.190718,1.130488,1.130488,False,73.590248,0.710397,221,33.561611,27.61655,1980-09-13,2019-11-23,66.191639,False,74.530519,False
Oklahoma State,2020,2020-09-04,1.172568,1.160399,1.130488,1.130488,False,73.736397,0.710805,215,48.532125,41.389612,1980-10-04,2019-12-01,86.146827,False,92.985887,False
Tulsa,2020,2020-09-04,1.104824,1.112553,1.130488,1.130488,False,69.609241,0.698823,185,36.604417,33.131459,1980-09-13,2019-11-24,48.153561,False,44.837458,False
Texas,2020,2020-09-04,1.135999,1.13451,1.130488,1.130488,False,81.018862,0.729776,245,58.278771,51.301776,1980-09-01,2019-11-29,83.953838,False,84.941794,False
Texas A&M,2020,2020-09-04,1.153814,1.147379,1.130488,1.130488,False,78.740212,0.724113,234,53.217964,46.123517,1980-09-20,2019-11-17,83.638446,False,87.474591,False
Baylor,2020,2020-09-04,1.187155,1.170079,1.130488,1.130488,False,69.556817,0.698665,207,38.783976,32.669683,1980-10-04,2019-11-23,77.242891,False,85.0694,False
TCU,2020,2020-09-04,1.039996,1.067278,1.130488,1.130488,False,69.504899,0.698507,213,47.443413,45.618862,1980-09-13,2019-11-29,48.041138,False,28.206502,False
Texas Tech,2020,2020-09-04,1.068806,1.087485,1.130488,1.130488,False,69.067716,0.697177,216,39.45786,36.917705,1980-09-06,2019-11-24,42.913229,False,33.697242,False
Houston,2020,2020-09-04,1.165966,1.155425,1.130488,1.130488,False,70.968654,0.702878,211,43.912337,37.661767,1980-09-20,2019-12-01,75.798095,False,81.108082,False
Rice,2020,2020-09-04,1.107488,1.114449,1.130488,1.130488,False,69.119057,0.697334,206,31.919129,28.821192,1980-09-27,2019-11-23,45.138043,False,42.412069,False
SMU,2020,2020-09-04,1.197204,1.177501,1.130488,1.130488,False,71.582365,0.704673,203,34.721369,29.002061,1980-09-13,2019-11-30,66.753197,False,74.071969,False
North Texas,2020,2020-09-04,1.109454,1.116746,1.130488,1.130488,False,56.535834,0.653323,122,29.191607,26.311691,1980-10-04,2019-11-30,46.463787,False,43.566681,False
UTSA,2020,2020-09-04,0.872983,1.0,1.130488,1.130488,False,30.819739,0.506739,41,11.806265,13.524045,2012-10-20,2019-11-23,0.00011,False,-49.781525,False
Texas State,2020,2020-09-04,0.783919,0.957426,1.130488,1.130488,False,29.923172,0.499359,40,8.547446,10.903481,2012-09-08,2019-11-16,-14.21678,False,-75.197756,False
Louisiana Tech,2020,2020-09-04,1.13561,1.133824,1.130488,1.130488,False,56.038137,0.651317,135,36.780961,32.388716,1981-09-19,2019-11-30,73.025597,False,74.040164,False
Tulane,2020,2020-09-04,1.03549,1.064022,1.130488,1.130488,False,69.886253,0.699658,218,28.70285,27.719094,1980-09-06,2019-11-23,23.174538,False,12.903437,False
Louisiana,2020,2020-09-04,1.110111,1.117102,1.130488,1.130488,False,57.450223,0.656948,149,32.68116,29.439535,1980-09-06,2019-12-01,51.548794,False,48.434397,False
Memphis,2020,2020-09-04,1.165563,1.155389,1.130488,1.130488,False,73.428625,0.709945,212,41.242809,35.384451,1980-09-06,2019-12-07,65.21393,False,69.526548,False
FIU,2020,2020-09-04,1.172345,1.156569,1.130488,1.130488,False,49.595206,0.623093,79,23.736354,20.246907,2005-10-15,2019-11-24,55.778126,False,61.332542,False
Oklahoma,2020,2020-09-04,1.149576,1.144368,1.130488,1.130488,False,79.959461,0.727172,243,68.88455,59.921704,1980-09-13,2019-11-24,151.144353,False,158.041271,False
Arkansas,2020,2020-09-04,1.100504,1.108674,1.130488,1.130488,False,80.094031,0.727506,249,44.761322,40.673491,1980-09-20,2019-11-29,51.571752,False,47.670396,False
Missouri,2020,2020-09-04,1.144368,1.140414,1.130488,1.130488,False,75.294446,0.715085,231,44.913732,39.247622,1980-09-13,2019-11-24,66.641632,False,68.56346,False
Cincinnati,2020,2020-09-04,1.218508,1.191614,1.130488,1.130488,False,68.185998,0.694457,186,46.078628,37.815602,1980-11-08,2019-11-24,95.689251,False,109.944938,False
Louisville,2020,2020-09-04,1.068013,1.086513,1.130488,1.130488,False,71.310868,0.703882,203,44.785232,41.933238,1980-09-06,2019-11-23,48.748824,False,38.119256,False
Arkansas State,2020,2020-09-04,1.242696,1.203168,1.130488,1.130488,False,55.160569,0.647724,124,37.840199,30.450092,1980-09-20,2019-11-23,99.584809,False,120.431695,False
ULM,2020,2020-09-04,1.045932,1.07902,1.130488,1.130488,False,46.664998,0.608687,94,21.905199,20.943237,1980-11-22,2019-11-23,29.452902,False,17.146646,False
FAU,2020,2020-09-04,1.095413,1.108859,1.130488,1.130488,False,48.255558,0.616641,77,24.836737,22.673409,2005-09-08,2019-12-21,42.982046,False,37.671807,False
